,transaction_time,quantity,open,high,low,close,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty
29,2024-03-06 00:14:30,120.882,63672.2,63703.1,63672.2,63688.5,63688.4,0.928,63688.5,4.816
30,2024-03-06 00:15:00,226.593,63688.5,63695.6,63577.6,63580.3,63580.7,4.806,63580.8,0.053
31,2024-03-06 00:15:30,125.13,63580.7,63734.0,63580.7,63734.0,63734.0,2.494,63734.1,0.104
32,2024-03-06 00:16:00,165.437,63734.1,63771.2,63724.0,63754.5,63754.5,1.533,63754.6,1.075
33,2024-03-06 00:16:30,62.041000000000004,63754.6,63784.8,63738.0,63774.7,63774.6,2.023,63774.7,1.666
34,2024-03-06 00:17:00,257.414,63774.7,63859.5,63751.4,63765.5,63765.5,0.103,63765.6,4.917
35,2024-03-06 00:17:30,237.362,63765.6,63857.1,63762.4,63857.1,63857.1,4.328,63857.2,0.004
36,2024-03-06 00:18:00,246.573,63857.2,63917.7,63853.8,63917.6,63917.6,3.557,63917.7,1.643
37,2024-03-06 00:18:30,91.324,63917.7,63917.7,63839.0,63844.3,63842.5,0.08,63842.6,4.727
38,2024-03-06 00:19:00,116.111,63842.6,63932.4,63823.6,63894.6,63894.5,0.033,63894.6,3.58
39,2024-03-06 00:19:30,96.299,63894.5,63959.9,63892.6,63942.7,63942.7,1.782,63942.8,2.18
40,2024-03-06 00:20:00,120.696,63942.8,63942.8,63886.7,63936.8,63936.8,0.311,63936.9,8.136
41,2024-03-06 00:20:30,60.931,63936.8,63959.9,63928.2,63933.5,63933.5,4.547,63933.6,0.015
42,2024-03-06 00:21:00,331.704,63933.6,64008.8,63898.8,64008.8,64008.7,2.638,64008.8,1.866
43,2024-03-06 00:21:30,358.134,64008.8,64100.1,63993.4,64076.7,64076.6,0.184,64076.7,3.221
44,2024-03-06 00:22:00,201.287,64076.6,64076.6,63975.7,64000.1,64000.0,0.402,64000.1,2.513
45,2024-03-06 00:22:30,129.291,64000.0,64029.8,63948.7,63950.1,63950.1,2.391,63950.2,2.273
46,2024-03-06 00:23:00,165.831,63950.2,63974.2,63855.1,63941.3,63941.2,1.26,63941.3,3.185
47,2024-03-06 00:23:30,151.52,63941.3,63941.3,63857.9,63874.6,63874.6,1.662,63874.7,2.484
48,2024-03-06 00:24:00,71.232,63874.7,63956.0,63860.2,63944.1,63944.0,2.213,63944.1,0.071
49,2024-03-06 00:24:30,165.635,63944.1,64000.0,63944.1,63987.6,63987.5,0.595,63987.6,1.855
50,2024-03-06 00:25:00,84.534,63987.5,64021.2,63966.3,63995.1,63995.0,1.912,63995.1,2.427
51,2024-03-06 00:25:30,67.309,63995.1,64068.0,63995.0,64060.2,64060.1,0.511,64060.2,2.977
52,2024-03-06 00:26:00,67.06099999999999,64060.2,64068.0,63988.0,64028.3,64028.3,3.525,64028.4,1.027
53,2024-03-06 00:26:30,347.925,64028.4,64133.5,64021.2,64084.2,64084.2,3.158,64084.3,5.049
54,2024-03-06 00:27:00,180.468,64084.3,64091.2,63986.0,64040.8,64039.8,0.002,64039.9,3.452
55,2024-03-06 00:27:30,72.867,64039.8,64039.8,63986.0,63986.0,63986.0,1.68,63986.1,2.422
56,2024-03-06 00:28:00,67.05,63986.1,64000.1,63957.1,63995.0,63994.9,2.098,63995.0,0.586
57,2024-03-06 00:28:30,60.221,63994.9,64016.0,63967.0,63981.4,63980.0,0.11,63980.1,5.3
58,2024-03-06 00:29:00,89.618,63980.1,64042.5,63980.0,64028.5,64028.5,0.56,64028.6,1.117
59,2024-03-06 00:29:30,81.77,64028.6,64080.0,64011.1,64059.0,64059.0,1.362,64059.1,1.637
60,2024-03-06 00:30:00,84.386,64059.1,64093.3,64054.0,64079.5,64079.4,2.369,64079.5,1.44
61,2024-03-06 00:30:30,66.197,64079.5,64100.0,64050.7,64068.2,64068.1,4.584,64068.2,0.443
62,2024-03-06 00:31:00,91.684,64068.2,64107.0,64033.9,64101.3,64101.2,2.891,64101.3,2.294
63,2024-03-06 00:31:30,97.322,64101.3,64128.4,64083.4,64128.4,64128.3,2.715,64128.4,2.628
64,2024-03-06 00:32:00,75.832,64128.3,64128.3,64053.1,64053.2,64053.1,0.028,64053.2,3.557
65,2024-03-06 00:32:30,102.219,64053.1,64133.0,64050.6,64121.6,64121.6,1.257,64121.7,1.81
66,2024-03-06 00:33:00,60.2,64121.6,64140.0,64095.3,64130.0,64129.9,1.447,64130.0,4.503
67,2024-03-06 00:33:30,98.633,64129.9,64149.8,64122.4,64149.7,64149.7,5.305,64149.8,1.963
68,2024-03-06 00:34:00,136.779,64149.8,64183.9,64126.9,64172.2,64172.1,2.456,64172.2,1.163
69,2024-03-06 00:34:30,78.542,64172.1,64186.0,64140.1,64142.4,64142.3,0.077,64142.4,2.727
70,2024-03-06 00:35:00,112.501,64142.3,64142.3,64053.5,64082.8,64082.7,1.893,64082.8,2.026
71,2024-03-06 00:35:30,134.29,64082.8,64100.0,64050.0,64063.9,64063.8,1.199,64063.9,3.473
72,2024-03-06 00:36:00,226.7,64063.9,64063.9,63962.6,63963.5,63963.5,0.144,63963.6,6.474
73,2024-03-06 00:36:30,159.601,63963.6,64004.7,63947.1,63976.0,63975.9,2.2,63976.0,2.573
74,2024-03-06 00:37:00,140.952,63976.0,63987.9,63915.4,63920.1,63920.1,1.535,63920.2,3.157
75,2024-03-06 00:37:30,44.465,63920.1,63936.9,63914.1,63930.1,63930.0,1.51,63930.1,1.924
76,2024-03-06 00:38:00,74.848,63930.0,63995.2,63925.0,63980.9,63980.9,0.569,63981.0,5.961
77,2024-03-06 00:38:30,82.005,63981.0,64015.5,63914.4,63914.5,63914.4,1.497,63914.5,2.712
78,2024-03-06 00:39:00,120.142,63914.5,63949.1,63896.5,63907.5,63907.4,3.884,63907.5,1.054
79,2024-03-06 00:39:30,58.198,63907.4,63936.4,63897.2,63936.3,63936.3,5.74,63936.4,0.155
80,2024-03-06 00:40:00,61.063,63936.4,63987.8,63909.4,63982.0,63981.9,0.829,63982.0,4.824
81,2024-03-06 00:40:30,163.417,63981.9,63981.9,63887.1,63887.2,63887.1,0.6,63887.2,5.571
82,2024-03-06 00:41:00,106.71,63887.2,63896.0,63860.2,63879.1,63879.0,4.433,63879.1,3.137
83,2024-03-06 00:41:30,86.191,63879.1,63917.7,63864.5,63864.5,63864.5,0.195,63864.6,6.985
84,2024-03-06 00:42:00,84.944,63864.6,63918.7,63839.7,63915.5,63915.4,1.446,63915.5,2.199
85,2024-03-06 00:42:30,42.813,63915.4,63937.9,63907.4,63934.5,63933.8,0.088,63934.5,0.128
86,2024-03-06 00:43:00,107.911,63934.8,63936.4,63867.9,63887.1,63887.1,0.218,63887.2,3.352
87,2024-03-06 00:43:30,38.384,63887.2,63893.4,63860.0,63860.1,63860.0,3.795,63860.1,0.625
88,2024-03-06 00:44:00,111.506,63860.1,63864.5,63779.5,63779.5,63779.5,2.552,63779.6,9.399
89,2024-03-06 00:44:30,151.21,63779.5,63798.1,63756.7,63781.9,63781.9,2.578,63782.0,2.118
90,2024-03-06 00:45:00,114.105,63782.0,63787.6,63755.0,63755.0,63754.9,0.222,63755.0,4.24
91,2024-03-06 00:45:30,118.774,63754.9,63790.0,63747.1,63779.4,63779.3,1.898,63779.4,1.588
92,2024-03-06 00:46:00,97.435,63779.3,63779.4,63718.0,63743.2,63743.1,1.396,63743.2,6.654
93,2024-03-06 00:46:30,162.403,63743.2,63869.4,63743.1,63829.5,63829.2,0.031,63829.3,0.33
94,2024-03-06 00:47:00,63.628,63829.3,63860.0,63828.8,63853.0,63852.9,2.794,63853.0,0.673
95,2024-03-06 00:47:30,120.429,63853.0,63853.0,63750.0,63752.0,63752.0,2.027,63752.1,2.038
96,2024-03-06 00:48:00,167.174,63752.0,63757.7,63683.5,63689.1,63689.1,0.983,63689.2,1.81
97,2024-03-06 00:48:30,229.347,63689.1,63693.6,63651.9,63675.3,63675.3,2.614,63675.4,1.706
98,2024-03-06 00:49:00,491.33299999999997,63675.4,63689.1,63638.8,63649.0,63648.9,3.926,63649.0,0.252
99,2024-03-06 00:49:30,71.61,63648.9,63681.4,63640.0,63663.6,63663.6,3.53,63663.7,2.54
100,2024-03-06 00:50:00,107.583,63663.7,63689.1,63634.9,63635.0,63634.9,0.863,63635.0,6.6
101,2024-03-06 00:50:30,103.815,63635.0,63719.0,63623.8,63676.8,63676.7,1.702,63676.8,2.369
102,2024-03-06 00:51:00,62.069,63676.8,63727.8,63661.4,63707.0,63706.9,1.803,63707.0,0.958
103,2024-03-06 00:51:30,155.188,63707.0,63777.7,63704.4,63736.7,63736.7,6.429,63736.8,0.078
104,2024-03-06 00:52:00,72.057,63736.8,63771.3,63681.7,63690.3,63690.3,3.297,63690.4,0.357
105,2024-03-06 00:52:30,51.108,63690.4,63705.0,63648.0,63648.0,63648.0,0.816,63648.1,3.975
106,2024-03-06 00:53:00,87.374,63647.9,63670.4,63620.0,63664.1,63664.1,1.815,63664.2,3.714
107,2024-03-06 00:53:30,39.704,63664.1,63695.6,63664.1,63688.4,63688.3,2.487,63688.4,4.417
108,2024-03-06 00:54:00,31.397,63688.3,63700.0,63660.8,63674.7,63674.7,3.673,63674.8,2.503
109,2024-03-06 00:54:30,70.472,63674.8,63674.8,63628.1,63639.7,63639.6,1.201,63639.7,7.51
110,2024-03-06 00:55:00,158.279,63639.6,63671.7,63615.0,63628.5,63628.5,1.925,63628.6,3.063
111,2024-03-06 00:55:30,331.974,63628.6,63628.6,63525.6,63539.7,63539.7,3.487,63539.8,3.146
112,2024-03-06 00:56:00,561.922,63539.7,63553.4,63429.8,63464.7,63464.6,0.064,63464.7,5.582
113,2024-03-06 00:56:30,209.2,63464.6,63532.6,63438.1,63497.3,63497.3,2.004,63497.4,1.563
114,2024-03-06 00:57:00,106.145,63497.4,63565.5,63484.2,63547.3,63547.2,1.504,63547.3,5.693
115,2024-03-06 00:57:30,186.813,63547.2,63547.2,63420.4,63438.6,63438.5,2.959,63438.6,0.632
116,2024-03-06 00:58:00,269.503,63438.7,63545.4,63438.7,63508.8,63508.7,7.205,63508.8,2.131
117,2024-03-06 00:58:30,72.405,63508.7,63518.9,63459.8,63459.9,63459.8,2.863,63459.9,2.692
118,2024-03-06 00:59:00,72.043,63459.8,63469.0,63427.0,63450.0,63449.9,6.537,63450.0,0.09
119,2024-03-06 00:59:30,94.002,63449.9,63475.6,63441.7,63475.5,63475.5,2.452,63475.6,4.043
120,2024-03-06 01:00:00,115.639,63475.5,63544.0,63429.4,63540.2,63540.1,1.018,63540.2,7.065
121,2024-03-06 01:00:30,132.076,63540.1,63562.9,63523.6,63540.0,63540.0,0.506,63540.1,3.724
122,2024-03-06 01:01:00,89.023,63540.1,63571.5,63500.0,63523.0,63522.9,4.603,63523.0,0.341
123,2024-03-06 01:01:30,46.253,63522.9,63566.0,63506.0,63566.0,63565.9,0.914,63566.0,1.883
124,2024-03-06 01:02:00,112.619,63565.9,63642.0,63565.9,63642.0,63641.9,5.03,63642.0,1.751
125,2024-03-06 01:02:30,86.471,63641.9,63653.2,63609.7,63609.7,63609.7,2.285,63609.8,10.85
126,2024-03-06 01:03:00,80.85,63609.8,63617.6,63560.1,63560.1,63560.1,0.165,63560.2,6.916
127,2024-03-06 01:03:30,74.154,63560.2,63574.8,63518.4,63537.3,63537.3,1.399,63537.4,3.846
128,2024-03-06 01:04:00,66.887,63537.3,63579.1,63512.4,63563.4,63565.1,7.274,63565.2,0.002
129,2024-03-06 01:04:30,222.364,63565.2,63718.2,63565.2,63697.1,63697.4,0.823,63697.5,0.002
130,2024-03-06 01:05:00,141.469,63699.4,63737.4,63674.0,63686.0,63685.1,0.008,63685.2,4.598
131,2024-03-06 01:05:30,90.792,63685.1,63694.1,63641.2,63652.3,63652.2,3.3,63652.3,2.287
132,2024-03-06 01:06:00,47.806,63652.2,63717.6,63652.2,63717.6,63717.5,4.061,63717.6,0.035
133,2024-03-06 01:06:30,165.561,63718.1,63771.9,63694.6,63705.5,63705.4,1.529,63705.5,0.163
134,2024-03-06 01:07:00,342.049,63705.6,63838.8,63705.6,63811.3,63811.3,3.046,63811.4,1.688
135,2024-03-06 01:07:30,139.847,63811.4,63820.0,63728.3,63762.8,63762.7,3.515,63762.8,1.795
136,2024-03-06 01:08:00,52.689,63762.8,63788.2,63726.2,63756.0,63756.1,4.082,63756.2,0.002
137,2024-03-06 01:08:30,60.43,63756.6,63779.1,63715.3,63715.3,63715.1,0.11,63715.2,5.965
138,2024-03-06 01:09:00,96.862,63715.1,63715.2,63646.7,63648.2,63648.1,0.175,63648.2,9.698
139,2024-03-06 01:09:30,57.665,63648.2,63661.5,63642.2,63652.8,63652.8,6.245,63652.9,0.002
140,2024-03-06 01:10:00,273.28,63652.9,63675.6,63564.9,63564.9,63564.8,0.98,63564.9,8.762
141,2024-03-06 01:10:30,214.02,63564.8,63564.9,63504.4,63534.1,63534.1,0.733,63534.2,2.652
142,2024-03-06 01:11:00,118.918,63534.1,63592.5,63528.9,63534.8,63534.8,0.136,63534.9,4.343
143,2024-03-06 01:11:30,86.732,63534.8,63551.7,63510.0,63540.1,63540.1,0.769,63540.2,3.805
144,2024-03-06 01:12:00,70.18,63540.2,63562.0,63509.2,63536.6,63536.5,1.323,63536.6,4.906
145,2024-03-06 01:12:30,32.241,63536.6,63549.4,63522.9,63537.4,63537.3,1.198,63537.4,1.383
146,2024-03-06 01:13:00,71.147,63537.4,63580.4,63528.5,63574.8,63574.8,0.122,63574.9,8.502
147,2024-03-06 01:13:30,236.413,63574.8,63612.0,63445.9,63481.1,63481.0,3.447,63481.1,0.338
148,2024-03-06 01:14:00,87.141,63481.5,63531.4,63481.4,63527.1,63527.1,3.604,63527.2,12.877
149,2024-03-06 01:14:30,83.383,63527.1,63527.2,63492.7,63503.9,63503.9,0.691,63504.0,4.242
150,2024-03-06 01:15:00,52.853,63504.0,63540.0,63478.2,63478.2,63478.2,0.97,63478.3,2.816
151,2024-03-06 01:15:30,61.192,63478.3,63489.9,63445.6,63452.7,63450.2,0.951,63450.3,3.637
152,2024-03-06 01:16:00,109.821,63450.2,63547.4,63450.2,63533.4,63533.4,1.925,63533.5,4.824
153,2024-03-06 01:16:30,139.458,63533.5,63601.4,63521.3,63599.8,63600.0,5.878,63600.1,0.072
154,2024-03-06 01:17:00,114.773,63600.1,63655.0,63592.2,63645.2,63645.2,1.393,63645.3,4.593
155,2024-03-06 01:17:30,62.889,63645.2,63655.0,63623.4,63637.0,63636.5,0.302,63636.6,3.252
156,2024-03-06 01:18:00,51.435,63636.5,63684.0,63630.0,63684.0,63683.9,8.869,63684.0,0.009
157,2024-03-06 01:18:30,68.52,63684.0,63695.7,63598.8,63598.8,63598.8,3.418,63598.9,0.542
158,2024-03-06 01:19:00,93.96,63598.9,63606.7,63552.7,63585.9,63585.9,4.668,63586.0,2.18
159,2024-03-06 01:19:30,61.182,63586.0,63681.2,63585.9,63678.7,63678.6,2.491,63678.7,1.263
160,2024-03-06 01:20:00,63.051,63678.7,63702.7,63667.8,63702.7,63702.6,1.826,63702.7,2.504
161,2024-03-06 01:20:30,72.996,63702.6,63706.9,63616.7,63654.4,63654.3,0.667,63654.4,3.031
162,2024-03-06 01:21:00,58.866,63654.4,63700.0,63636.0,63638.5,63637.5,0.002,63637.6,4.077
163,2024-03-06 01:21:30,59.88,63637.5,63637.5,63585.9,63590.8,63590.7,3.086,63590.8,1.787
164,2024-03-06 01:22:00,46.936,63590.8,63605.1,63553.3,63560.7,63560.6,0.096,63560.7,3.671
165,2024-03-06 01:22:30,76.628,63560.7,63560.7,63487.1,63507.6,63508.5,3.22,63508.6,0.671
166,2024-03-06 01:23:00,161.17,63508.6,63512.9,63420.1,63489.9,63489.8,9.096,63489.9,0.041
167,2024-03-06 01:23:30,88.894,63489.9,63590.8,63489.9,63590.8,63590.8,1.353,63590.9,0.752
168,2024-03-06 01:24:00,79.003,63590.8,63590.9,63544.6,63551.8,63551.7,3.776,63551.8,2.089
169,2024-03-06 01:24:30,43.78,63551.8,63555.8,63525.3,63534.9,63534.8,3.651,63534.9,0.061
170,2024-03-06 01:25:00,37.256,63534.9,63589.0,63524.1,63575.9,63575.8,2.422,63575.9,1.074
171,2024-03-06 01:25:30,25.019,63575.9,63592.7,63572.8,63572.8,63572.8,0.07,63572.9,3.673
172,2024-03-06 01:26:00,63.4,63572.7,63599.5,63541.6,63560.5,63560.5,3.306,63560.6,1.98
173,2024-03-06 01:26:30,60.487,63560.5,63638.8,63560.5,63621.4,63621.4,0.373,63621.5,3.012
174,2024-03-06 01:27:00,35.811,63621.5,63633.8,63562.3,63562.3,63562.2,0.037,63562.3,8.608
175,2024-03-06 01:27:30,45.284,63562.2,63563.3,63504.6,63515.6,63515.5,4.21,63515.6,3.327
176,2024-03-06 01:28:00,69.67,63515.5,63560.0,63480.9,63559.9,63559.9,3.256,63560.0,1.382
177,2024-03-06 01:28:30,81.493,63559.9,63559.9,63484.4,63491.2,63491.2,1.358,63491.3,1.303
178,2024-03-06 01:29:00,252.813,63491.3,63498.6,63376.5,63400.0,63399.9,7.406,63400.0,0.785
179,2024-03-06 01:29:30,224.287,63399.9,63406.2,63341.8,63341.8,63341.8,1.438,63341.9,0.016
180,2024-03-06 01:30:00,248.93,63341.9,63472.8,63341.9,63450.3,63450.3,3.587,63450.4,0.073
181,2024-03-06 01:30:30,120.281,63450.3,63450.3,63350.5,63401.2,63401.1,1.617,63401.2,2.557
182,2024-03-06 01:31:00,56.402,63401.1,63462.5,63401.1,63433.9,63433.8,3.883,63433.9,1.296
183,2024-03-06 01:31:30,105.389,63433.8,63433.8,63346.8,63354.9,63354.9,2.168,63355.0,3.337
184,2024-03-06 01:32:00,138.15,63355.0,63384.0,63341.8,63368.3,63368.6,1.054,63368.7,0.002
185,2024-03-06 01:32:30,82.681,63368.6,63437.8,63368.6,63437.8,63437.7,2.253,63437.8,2.553
186,2024-03-06 01:33:00,80.413,63437.7,63441.5,63361.9,63388.8,63388.8,1.733,63388.9,1.733
187,2024-03-06 01:33:30,49.136,63388.9,63435.3,63350.9,63355.1,63355.0,5.565,63355.1,0.045
188,2024-03-06 01:34:00,227.258,63355.0,63365.6,63280.0,63298.1,63297.9,0.002,63298.0,4.853
189,2024-03-06 01:34:30,130.581,63298.0,63312.0,63282.6,63286.1,63286.0,0.845,63286.1,4.505
190,2024-03-06 01:35:00,208.864,63286.0,63347.7,63259.0,63347.7,63347.6,4.937,63347.7,0.034
191,2024-03-06 01:35:30,109.19200000000001,63347.6,63347.7,63280.0,63280.0,63280.0,4.471,63280.1,6.995
192,2024-03-06 01:36:00,110.28399999999999,63280.0,63311.9,63265.2,63304.3,63304.2,2.806,63304.3,0.224
193,2024-03-06 01:36:30,67.646,63304.3,63323.0,63273.4,63313.7,63313.7,4.746,63313.8,2.149
194,2024-03-06 01:37:00,110.839,63313.7,63369.1,63286.2,63351.8,63351.8,3.198,63351.9,0.434
195,2024-03-06 01:37:30,211.957,63351.9,63351.9,63273.3,63301.8,63301.8,8.18,63301.9,0.338
196,2024-03-06 01:38:00,115.466,63301.8,63339.0,63280.0,63299.1,63299.0,5.931,63299.1,1.174
197,2024-03-06 01:38:30,99.44,63299.1,63341.0,63255.6,63341.0,63341.2,3.941,63341.3,0.002
198,2024-03-06 01:39:00,95.565,63341.3,63364.3,63327.4,63350.5,63351.5,5.97,63351.6,0.612
199,2024-03-06 01:39:30,127.149,63351.6,63390.0,63265.5,63294.2,63294.2,1.161,63294.3,2.593
200,2024-03-06 01:40:00,103.105,63294.3,63325.1,63251.1,63284.8,63284.8,2.76,63284.9,1.246
201,2024-03-06 01:40:30,43.419,63284.8,63292.9,63267.9,63292.8,63292.8,8.123,63292.9,0.121
202,2024-03-06 01:41:00,66.778,63292.8,63364.5,63292.8,63353.9,63353.9,2.666,63354.0,0.117
203,2024-03-06 01:41:30,48.564,63354.0,63367.0,63339.6,63341.6,63341.5,2.215,63341.6,4.412
204,2024-03-06 01:42:00,78.658,63341.6,63341.6,63281.9,63306.5,63306.5,5.885,63306.6,1.257
205,2024-03-06 01:42:30,153.653,63306.6,63306.6,63211.0,63252.0,63251.9,1.826,63252.0,4.217
206,2024-03-06 01:43:00,143.762,63251.9,63268.5,63211.1,63235.5,63235.4,0.056,63235.5,8.332
207,2024-03-06 01:43:30,86.519,63235.4,63255.4,63216.6,63243.0,63242.9,2.232,63243.0,0.63
208,2024-03-06 01:44:00,50.807,63243.0,63258.3,63218.5,63239.2,63239.2,2.059,63239.3,3.892
209,2024-03-06 01:44:30,84.007,63239.3,63290.0,63239.2,63290.0,63290.2,2.705,63290.3,1.009
210,2024-03-06 01:45:00,58.004999999999995,63290.3,63319.3,63271.0,63319.3,63319.2,0.168,63319.3,2.91
211,2024-03-06 01:45:30,227.354,63319.2,63386.2,63300.6,63386.1,63386.1,3.109,63386.2,0.15
212,2024-03-06 01:46:00,195.542,63386.2,63438.6,63353.1,63358.8,63358.7,0.117,63358.8,7.809
213,2024-03-06 01:46:30,71.591,63358.7,63384.4,63352.1,63352.2,63352.1,1.58,63352.2,1.138
214,2024-03-06 01:47:00,34.17,63352.2,63378.0,63352.2,63372.4,63372.4,4.67,63372.5,2.141
215,2024-03-06 01:47:30,63.919,63372.4,63418.5,63364.7,63418.5,63418.4,3.469,63418.5,1.035
216,2024-03-06 01:48:00,332.349,63418.5,63495.0,63418.5,63462.8,63462.8,0.924,63462.9,8.155
217,2024-03-06 01:48:30,131.068,63462.9,63526.5,63457.5,63518.9,63518.8,0.903,63518.9,2.105
218,2024-03-06 01:49:00,110.631,63518.9,63538.3,63440.9,63448.8,63448.7,2.074,63448.8,1.253
219,2024-03-06 01:49:30,57.844,63448.7,63448.8,63389.1,63435.9,63435.8,1.359,63435.9,2.785
220,2024-03-06 01:50:00,57.582,63435.8,63441.1,63383.4,63397.2,63397.2,3.958,63397.3,1.435
221,2024-03-06 01:50:30,47.053,63397.3,63426.9,63370.4,63370.4,63370.4,0.817,63370.5,5.583
222,2024-03-06 01:51:00,52.602000000000004,63370.5,63432.0,63370.4,63426.1,63426.0,0.351,63426.1,3.495
223,2024-03-06 01:51:30,44.031,63426.1,63454.6,63410.8,63447.1,63447.0,8.678,63447.1,0.381
224,2024-03-06 01:52:00,118.53,63447.1,63481.8,63438.3,63470.0,63470.4,4.759,63470.5,0.002
225,2024-03-06 01:52:30,51.172,63470.5,63477.4,63464.6,63471.4,63471.3,3.396,63471.4,0.916
226,2024-03-06 01:53:00,123.092,63471.4,63519.8,63430.0,63430.0,63430.0,3.841,63430.1,4.761
227,2024-03-06 01:53:30,55.942,63430.0,63474.4,63430.0,63446.8,63446.8,0.449,63446.9,5.87
228,2024-03-06 01:54:00,85.168,63446.9,63446.9,63380.6,63380.7,63380.6,1.143,63380.7,5.139
229,2024-03-06 01:54:30,27.313,63380.6,63416.0,63373.7,63407.7,63410.2,7.469,63410.3,0.003
230,2024-03-06 01:55:00,29.109,63410.3,63432.5,63380.0,63380.0,63380.0,1.626,63380.1,1.773
231,2024-03-06 01:55:30,67.91,63380.0,63400.4,63330.1,63339.8,63339.8,0.502,63339.9,4.92
232,2024-03-06 01:56:00,348.23900000000003,63339.8,63339.8,63300.0,63300.0,63300.0,54.309,63300.1,4.872
233,2024-03-06 01:56:30,129.161,63300.0,63300.0,63265.5,63275.7,63275.6,0.14,63275.7,6.107
234,2024-03-06 01:57:00,109.441,63275.6,63297.9,63261.8,63275.0,63275.9,9.552,63276.0,0.365
235,2024-03-06 01:57:30,139.913,63276.0,63291.3,63211.0,63212.0,63212.0,3.02,63212.1,1.121
236,2024-03-06 01:58:00,80.166,63212.1,63241.3,63204.2,63204.3,63204.2,7.72,63204.3,0.253
237,2024-03-06 01:58:30,419.368,63204.2,63204.3,63144.0,63154.0,63154.0,2.862,63154.1,1.694
238,2024-03-06 01:59:00,127.021,63154.1,63174.7,63132.5,63152.2,63152.1,5.4,63152.2,1.934
239,2024-03-06 01:59:30,60.275,63152.1,63167.5,63148.9,63160.0,63159.9,5.138,63160.0,1.279
240,2024-03-06 02:00:00,130.15,63159.9,63177.6,63146.0,63164.6,63164.6,4.784,63164.7,1.993
241,2024-03-06 02:00:30,118.003,63164.7,63175.8,63122.4,63122.5,63122.4,2.084,63122.5,2.687
242,2024-03-06 02:01:00,247.208,63122.4,63141.1,63084.1,63089.6,63089.6,1.233,63089.7,2.457
