date,close,Volume BTC,Volume USD,5_day_vol,rsi_14_over_30,rsi_7_over_30,rsi_7_over_14,st_rsi_14_over_30,st_rsi_7_over_30,st_rsi_7_over_14,vol_ratio_7_over_30,vol_ratio_7_over_150,vol_ratio_30_over_150,MACD_over,std_from_mean,7_day_vol,target
2016-03-05,393.93,3085.475955892,51406.33405207436,0.012628393901517,0.464095724121026,0.25102889579537496,0.5408989627534515,1.0,1.0,1.0,0.8445888230759137,0.478684089646338,0.5667658351231967,False,0.12543367570433944,0.0178846990635371,0.0213204659212337
2016-03-06,401.5,364.144701403,5927.630071001837,0.0221856768607756,0.5401830805566203,0.4505194737187364,0.834012559694591,0.6457289212884946,1.1177398016451932,1.7309737333970467,0.995501207103218,0.5704157420631518,0.5729935212464374,False,0.2624359520987867,0.0213204659212337,0.0237605464380051
2016-03-07,412.04,2426.501107215,41283.999299449024,0.0269298611502856,0.6409484265029316,0.49465793368284544,0.7717593385504362,0.6452647137576406,0.5481618997074041,0.8495147619575119,1.116848680099062,0.6349552158003754,0.5685239434083911,False,0.46544785161906543,0.0237605464380051,0.0239342001794417
2016-03-08,412.09,1368.55538894,23430.264324458298,0.0269900041712457,0.7798188440902296,0.5368900131187011,0.6884804300222575,1.0269254397669811,0.6308984386336166,0.6143566165590106,1.125082584038685,0.6395712043225401,0.5684660072033867,False,0.45532088154173533,0.0239342001794417,0.022044492075102
2016-03-09,411.0,3401.546586392,58139.63028554052,0.0236662071439859,0.7078951791475113,0.6539669753892965,0.9238189419185503,0.7581845187364117,0.7803581954627242,1.0292457524235223,1.0438502061765331,0.5891223272517871,0.5643743937261401,False,0.4206473263713744,0.022044492075102,0.0225054971643405
2016-03-10,414.71,1747.137701567,30023.910547371856,0.012315784810558,0.739001628726798,0.7519555839395575,1.0175289941310108,0.8038485413712702,0.9142444889918052,1.137334263780852,1.0644968760355613,0.6016047320948243,0.5651540607008101,False,0.49048201098493455,0.0225054971643405,0.0197090867342264
2016-03-11,418.94,1605.472095534,28035.124164878955,0.0113209718484309,0.7216382779250374,1.0604665167393617,1.4695264222798352,0.8048293433747078,1.5349753846977436,1.9072060398065018,0.9403812123603065,0.5268726046092529,0.560275553875466,False,0.5747179727319526,0.0197090867342264,0.0159347719662543
2016-03-12,409.58,1082.068439572,18505.61431735645,0.0130895086129146,0.6433343951790922,1.2265161874814343,1.9064986990785644,0.6933350693415188,2.1749080357622814,3.1368787357429606,0.747781225333199,0.4253072897643403,0.5687589837185741,False,0.35001729057078657,0.0159347719662543,0.0147773668119489
2016-03-13,411.18,1664.5179195860003,28525.54132948241,0.0132877667999677,0.6794867415692941,1.1591910437424375,1.7059803713980535,0.9633946414076949,2.521579758978937,2.6173902683270587,0.7036579160822521,0.3944413280980261,0.56055836093503,False,0.37486119042422833,0.0147773668119489,0.0111888560729794
2016-03-14,414.03,621.3493088160001,10703.3734083342,0.0135652681328312,0.6303223129175481,0.954347728802957,1.5140630582877592,0.8825731036502674,1.9138748561081087,2.1685170873579103,0.5325623453632738,0.29930403454665216,0.5620075041965078,False,0.43105735781402815,0.0111888560729794,0.011282800402168
2016-03-15,416.0,1245.53975322,21551.574924264,0.013103094465008,0.7491423307885259,1.0969402530388919,1.4642614733628574,5.671337606424227,8.017993259385804,1.413774635864279,0.594727324011855,0.3024052884436566,0.5084772066696378,False,0.4677898214403085,0.011282800402168,0.0111682651742643
2016-03-16,416.0,1460.275806528,25264.34369134846,0.012000098333654,0.8456150630744911,1.1039915962630082,1.3055486408308654,3.033637261008143,2.668891894704195,0.8797663217708716,0.5980635628234613,0.29956787746810226,0.5008963864206016,False,0.4564806724995452,0.0111682651742643,0.0109814376885599
2016-03-17,418.95,949.441414791,16552.028730722686,0.0028847911599662,0.9291448077477156,1.1047632881484661,1.189010882842317,4.483407192850853,3.549171409397746,0.7916237041902373,0.5961575975056119,0.29464404960498747,0.4942385215550555,False,0.5199113313579243,0.0109814376885599,0.0145070011320027
2016-03-18,407.64,1065.637204412,18139.384309491263,0.0144590655521537,1.0505409587530137,0.6586898843117165,0.6270006693442756,9972944.153853958,3117100.8818695117,0.3125557341725347,0.7811536100574279,0.38865782183509107,0.4975433984188055,False,0.21875730642421998,0.0145070011320027,0.0122170379396339
2016-03-19,409.9,578.841527914,9826.302290043805,0.0142654273353102,1.3692789104146927,1.0945494429411304,0.7993619375979734,10000001.000000002,5604635.452273765,0.5604634891810274,0.6630865378537814,0.3273129311540658,0.49362023275797867,False,0.26420807028870086,0.0122170379396339,0.0121625451445802
2016-03-20,410.99,284.726423756,4866.896062007633,0.0140490058968618,1.2435147132587487,1.0457652935923922,0.8409754082055568,10.748919779137058,6.210045204603513,0.5777366779364006,0.6607925986091696,0.32602242181594643,0.4933808618652139,False,0.28105806644495385,0.0121625451445802,0.0118001941192918
2016-03-21,411.4,805.10149252,13762.11182742566,0.0140975504232317,1.2092918296769823,1.0661023794605253,0.8815923115475733,4852933.547897929,3040973.73125065,0.626625875099374,0.7266613412489371,0.3163635541154644,0.43536587975317326,False,0.28371323970279105,0.0118001941192918,0.0128530023882403
2016-03-22,416.83,932.025152366,16165.06092214,0.0153099219965115,1.2971991451506857,1.2229929039352128,0.9427950276618067,8.440507236356183,6.251803104584421,0.7406904501729167,0.7812458078472433,0.3446631365923643,0.4411711821431702,False,0.4261719299564372,0.0128530023882403,0.0128520428117907
2016-03-23,417.01,782.423307685,13597.635895415768,0.0052187964074075,1.2973195051785988,1.2004058192444944,0.9252969792350709,5.375575750872888,3.768271921770448,0.7009987574184132,0.7832091712579744,0.34463938534973854,0.44003492042385806,False,0.4305300863891456,0.0128520428117907,0.0125555423025024
2016-03-24,415.55,946.712122224,16415.85754086598,0.0062591410150698,1.0442021126331633,0.8676849980819522,0.8309550302420974,1.2845495109947924,0.650802695075069,0.5066388562719304,0.8555493241411771,0.3367209568928274,0.39357281619132445,True,0.3862312583968064,0.0125555423025024,0.0052397420641081
2016-03-25,416.33,980.96703011,16985.17794147159,0.0062719659016009,0.9887740462275312,1.8444465434590729,1.865387295000499,1.0453393326446385,2.622650779845418,2.50889897466145,0.3600162396911536,0.1408386900381614,0.39120093626604846,True,0.3997897965323261,0.0052397420641081,0.005140911681006
2016-03-26,416.92,370.515892053,6435.57291404824,0.0062479146900504,1.2904766897269793,1.8000284532015405,1.3948554573135026,2.23326079249483,2.341654276201624,1.0485359721851855,0.3532258662834442,0.13842557093895905,0.39188967782976625,True,0.4098205695286567,0.005140911681006,0.0078043265236862
2016-03-27,424.4,2002.858422699,35325.84873513861,0.0082743280119557,1.4016560818961925,1.9034599275461392,1.3580078252655923,2.2810679592325385,2.2810679592325385,1.0,0.5320641214714739,0.21028541076087034,0.39522569230811144,True,0.6001118007576512,0.0078043265236862,0.0086132959290907
