date,close,Volume BTC,Volume USD,5_day_vol,rsi_14_over_30,rsi_7_over_14,vol_ratio_30_over_150,7_day_vol,target
2016-03-05,393.93,3085.475955892,51406.33405207436,0.012628393901517,0.464095724121026,0.5408989627534515,0.5667658351231967,0.0178846990635371,0.0213204659212337
2016-03-06,401.5,364.144701403,5927.630071001837,0.0221856768607756,0.5401830805566203,0.834012559694591,0.5729935212464374,0.0213204659212337,0.0237605464380051
2016-03-07,412.04,2426.501107215,41283.999299449024,0.0269298611502856,0.6409484265029316,0.7717593385504362,0.5685239434083911,0.0237605464380051,0.0239342001794417
2016-03-08,412.09,1368.55538894,23430.264324458298,0.0269900041712457,0.7798188440902296,0.6884804300222575,0.5684660072033867,0.0239342001794417,0.022044492075102
2016-03-09,411.0,3401.546586392,58139.63028554052,0.0236662071439859,0.7078951791475113,0.9238189419185503,0.5643743937261401,0.022044492075102,0.0225054971643405
2016-03-10,414.71,1747.137701567,30023.910547371856,0.012315784810558,0.739001628726798,1.0175289941310108,0.5651540607008101,0.0225054971643405,0.0197090867342264
2016-03-11,418.94,1605.472095534,28035.124164878955,0.0113209718484309,0.7216382779250374,1.4695264222798352,0.560275553875466,0.0197090867342264,0.0159347719662543
2016-03-12,409.58,1082.068439572,18505.61431735645,0.0130895086129146,0.6433343951790922,1.9064986990785644,0.5687589837185741,0.0159347719662543,0.0147773668119489
2016-03-13,411.18,1664.5179195860003,28525.54132948241,0.0132877667999677,0.6794867415692941,1.7059803713980535,0.56055836093503,0.0147773668119489,0.0111888560729794
2016-03-14,414.03,621.3493088160001,10703.3734083342,0.0135652681328312,0.6303223129175481,1.5140630582877592,0.5620075041965078,0.0111888560729794,0.011282800402168
2016-03-15,416.0,1245.53975322,21551.574924264,0.013103094465008,0.7491423307885259,1.4642614733628574,0.5084772066696378,0.011282800402168,0.0111682651742643
2016-03-16,416.0,1460.275806528,25264.34369134846,0.012000098333654,0.8456150630744911,1.3055486408308654,0.5008963864206016,0.0111682651742643,0.0109814376885599
2016-03-17,418.95,949.441414791,16552.028730722686,0.0028847911599662,0.9291448077477156,1.189010882842317,0.4942385215550555,0.0109814376885599,0.0145070011320027
2016-03-18,407.64,1065.637204412,18139.384309491263,0.0144590655521537,1.0505409587530137,0.6270006693442756,0.4975433984188055,0.0145070011320027,0.0122170379396339
2016-03-19,409.9,578.841527914,9826.302290043805,0.0142654273353102,1.3692789104146927,0.7993619375979734,0.49362023275797867,0.0122170379396339,0.0121625451445802
2016-03-20,410.99,284.726423756,4866.896062007633,0.0140490058968618,1.2435147132587487,0.8409754082055568,0.4933808618652139,0.0121625451445802,0.0118001941192918
2016-03-21,411.4,805.10149252,13762.11182742566,0.0140975504232317,1.2092918296769823,0.8815923115475733,0.43536587975317326,0.0118001941192918,0.0128530023882403
2016-03-22,416.83,932.025152366,16165.06092214,0.0153099219965115,1.2971991451506857,0.9427950276618067,0.4411711821431702,0.0128530023882403,0.0128520428117907
2016-03-23,417.01,782.423307685,13597.635895415768,0.0052187964074075,1.2973195051785988,0.9252969792350709,0.44003492042385806,0.0128520428117907,0.0125555423025024
2016-03-24,415.55,946.712122224,16415.85754086598,0.0062591410150698,1.0442021126331633,0.8309550302420974,0.39357281619132445,0.0125555423025024,0.0052397420641081
2016-03-25,416.33,980.96703011,16985.17794147159,0.0062719659016009,0.9887740462275312,1.865387295000499,0.39120093626604846,0.0052397420641081,0.005140911681006
2016-03-26,416.92,370.515892053,6435.57291404824,0.0062479146900504,1.2904766897269793,1.3948554573135026,0.39188967782976625,0.005140911681006,0.0078043265236862
2016-03-27,424.4,2002.858422699,35325.84873513861,0.0082743280119557,1.4016560818961925,1.3580078252655923,0.39522569230811144,0.0078043265236862,0.0086132959290907
2016-03-28,422.15,870.7044329949999,15339.885491281411,0.0091769473758011,1.306559510191933,1.312376293860131,0.3975229469608557,0.0086132959290907,0.0108193622405088
2016-03-29,414.38,1479.180938592,25541.59222826045,0.0131631281439149,1.0996222939286504,0.9142372571632292,0.40907627894487103,0.0108193622405088,0.0108084548248552
2016-03-30,413.71,695.78540594,11936.121789719007,0.0130983434158231,1.1636418090133358,0.8884438898363667,0.40224282098947334,0.0108084548248552,0.0110843100577827
2016-03-31,416.36,1121.140086846,19422.335935021467,0.0135297396729124,1.082543339645097,1.1008187552611168,0.41142299178360836,0.0110843100577827,0.0110636919659905
2016-04-01,416.49,744.452526418,12904.2759937948,0.009238241288889,1.3185714267636353,0.7951485611404573,0.3996281540968185,0.0110636919659905,0.0115102919964396
2016-04-02,420.0,814.3557241359999,14259.347615564073,0.0105922202870493,1.2850855802861165,0.8703740114271773,0.4022518695388694,0.0115102919964396,0.008798576462543
2016-04-03,419.44,107.498529353,1879.1137501593716,0.0046583129865207,1.1303261895885268,0.5740114958762137,0.37908521000414624,0.008798576462543,0.0086948863692016
2016-04-04,419.99,691.389117504,12067.230523681274,0.0041804998297383,0.9829374972002576,0.6894899706195697,0.324719339487046,0.0086948863692016,0.0040712887834514
2016-04-05,422.48,1072.37347664,18857.21928974773,0.004088538812015,0.9582662031177149,1.4951552898136764,0.3121101428501994,0.0040712887834514,0.0038439566014889
2016-04-06,422.4,1249.7723968290002,22013.61177400839,0.0041740640578071,1.038623582259379,1.5941669884049148,0.282396846403992,0.0038439566014889,0.003621028001019
2016-04-07,422.54,1063.75234673,18699.779027090768,0.0028051345971166,1.0922660669157767,1.4796015422421502,0.282714306835248,0.003621028001019,0.0061953332964835
2016-04-08,417.87,2839.841773498,49797.98378293208,0.0062544402446717,0.9660771219072309,1.0660518812876048,0.30032675356362776,0.0061953332964835,0.0051341706888238
2016-04-09,416.99,498.050543185,8640.914482559989,0.0061610770194671,0.9744024498065788,0.6773604335828171,0.30298718907531325,0.0051341706888238,0.0063585664497556
2016-04-10,420.73,371.508879611,6505.429638523566,0.0071396766785676,0.8587718057747992,1.2559771506153141,0.3110919637176102,0.0063585664497556,0.0066943850594353
2016-04-11,423.23,1184.226198432,20805.349808672025,0.0077714022306477,0.8723645491835388,1.1813946746864439,0.2801548688653431,0.0066943850594353,0.0069146852063131
2016-04-12,426.43,1445.005632674,25642.12376634116,0.0083987418943045,1.2183678122127817,0.858339669987791,0.2836287523098818,0.0069146852063131,0.0072528120350859
2016-04-13,424.53,2049.837395272,36306.29710166966,0.0060534588097654,1.2258563434634038,0.8031988843854159,0.291061588810393,0.0072528120350859,0.0072510653221753
2016-04-14,424.97,946.144082578,16738.134872502607,0.0055055271569196,1.1981881761843032,0.8462884965189177,0.29197870048973973,0.0072510653221753,0.0058307412007761
2016-04-15,429.53,1542.490816163,27522.742963996363,0.0059559644589683,1.2292329792944832,1.1596174995442894,0.2982729472432674,0.0058307412007761,0.0053872341435542
2016-04-16,429.99,594.961505451,10675.212556625196,0.0059904570454991,1.2026510782639934,1.2837553988728838,0.29591855376240084,0.0053872341435542,0.0068613882127971
2016-04-17,426.21,221.84107835,3961.033604599752,0.0073221666727692,0.9621230817290136,1.0772667793501502,0.24559841362611864,0.0068613882127971,0.0067162311650331
2016-04-18,427.98,1097.444420481,19566.50081022137,0.0070433938637079,0.9902497204659123,1.026821110007216,0.24504102797257535,0.0067162311650331,0.0085845581700396
2016-04-19,434.99,1225.16674362,21972.696408692394,0.00959481369349,1.0172206214701178,1.0542826215905048,0.2620274460342399,0.0085845581700396,0.0098909200195172
2016-04-20,443.54,1727.269943298,31649.41927250049,0.0116131991965104,1.0599738786095836,1.1553047543174488,0.2838894601059099,0.0098909200195172,0.0102773174087865
2016-04-21,451.0,2394.054364269,44481.4288645022,0.0119067035024023,1.1012070798413613,1.1385687723523519,0.28993439217013217,0.0102773174087865,0.0117601333243185
2016-04-22,447.79,1071.760529603,19990.604994114132,0.011265253464579,1.1791459464491023,0.9759765040402361,0.2963013765524472,0.0117601333243185,0.011595007292255
2016-04-23,451.99,1062.763704079,19941.39770926883,0.0108234450979394,1.176034198965906,0.9689265612227862,0.2977610401438223,0.011595007292255,0.0102956638386308
2016-04-24,461.98,1385.806736513,26475.869128189,0.0117908374519809,1.1558814194325313,1.0877291390607913,0.3294588344294121,0.0102956638386308,0.0104074440626773
2016-04-25,463.49,2878.586908902,55442.3860114287,0.0114620824918591,1.1484997093217622,1.090471621078404,0.32925012185613833,0.0104074440626773,0.0101824437617096
2016-04-26,468.45,1126.201847903,21921.48915795751,0.0107056652694934,1.1655597190323166,1.080074834505992,0.3189922276667558,0.0101824437617096,0.0249224091265868
2016-04-27,444.14,2266.618553793,42940.71769170269,0.0290965128005295,1.0434953925833985,0.8161119673845192,0.47050143911911146,0.0249224091265868,0.0243708825748379
2016-04-28,448.99,2009.89856788,37287.26219986953,0.0292454987420453,0.9812842635798851,0.7532251970001668,0.4550324348715172,0.0243708825748379,0.0249897994692931
2016-04-29,456.78,1463.944581814,27644.012695069603,0.0283719745965043,0.9629218045390745,0.88702843172917,0.4654295594392522,0.0249897994692931,0.0255859528324758
2016-04-30,450.3,262.799846875,4940.932761981908,0.0286448121509578,0.9541738504603173,0.8018996556340618,0.4778796954264457,0.0255859528324758,0.0239485116651496
2016-05-01,453.28,385.333889613,7265.490514127275,0.0281236527499757,0.9988344956327909,0.6503091185501269,0.4782238513875035,0.0239485116651496,0.0242963620793357
2016-05-02,445.96,1881.641964617,34916.255194845726,0.0151818911058986,0.9853955382119772,0.5949916638029605,0.49117128719477615,0.0242963620793357,0.0246257739065185
2016-05-03,451.99,1112.368265175,20777.745818324704,0.0156480875619446,0.9469496622129945,0.6189613283578098,0.5036597678225592,0.0246257739065185,0.0139919378878559
2016-05-04,448.0,1098.063626624,20540.96783193996,0.0131739280483015,0.8736602638415439,1.0486788923864467,0.508834504529076,0.0139919378878559,0.0133694670098417
2016-05-05,448.99,918.5630612,17151.068786320004,0.0119252028175179,0.8214841643530911,1.0232101616153197,0.5095004250032863,0.0133694670098417,0.0158852466971965
2016-05-06,461.36,942.043704084,17856.822273692695,0.0174531696665155,0.9065047738805522,0.9782653560740611,0.5403057043404905,0.0158852466971965,0.0146001606785138
2016-05-07,459.64,558.747432547,10706.616060045528,0.0145753193236079,0.8701384498799687,1.169919232983514,0.5418146501045928,0.0146001606785138,0.0146900444722661
2016-05-08,458.0,155.896587561,2975.504408388338,0.0144160484639133,0.7534405723027215,1.193202222004772,0.5354562774462026,0.0146900444722661,0.0124615635210728
2016-05-09,460.98,1282.293301455,24647.69869940235,0.0128940578927397,0.7542966327010538,1.549370922209542,0.5531165001421744,0.0124615635210728,0.0147857945291038
2016-05-10,451.75,1011.370131022,19086.478423085744,0.017463020381188,0.6853993742149538,1.2109018899554786,0.5780317167015736,0.0147857945291038,0.0142621934192948
2016-05-11,452.48,1611.195152988,30432.45108734114,0.0099847399221765,0.9441336287351284,1.0270818936449309,0.5775513949898772,0.0142621934192948,0.0142777799736358
2016-05-12,453.99,1130.342122425,21296.674217169457,0.0104914835539106,0.913342057792711,1.0833045816252571,0.5788588574095618,0.0142777799736358,0.0094197813414704
2016-05-13,457.46,1368.708060324,26039.68379558113,0.0113494226442959,0.8351113634233039,0.8077889511860747,0.5824645737707984,0.0094197813414704,0.0093574015002125
2016-05-14,456.74,271.194697173,5162.044885390206,0.0107162096167272,0.9274664447017467,0.7681563079250381,0.5844064976466222,0.0093574015002125,0.0093573984104719
2016-05-15,457.99,229.023024445,4361.20093284771,0.0033268594291475,0.9170155555463829,0.9192443884368735,0.5814544322981454,0.0093573984104719,0.0092674535838765
