date,open,high,low,close,Volume BTC,Volume USD,log_return,pct_return,bitcoin_return,MACD,Signal Line,ha_close,ha_open,ha_high,ha_low,150_day_vol,100_day_vol,50_day_vol,30_day_vol,10_day_vol,7_day_vol,5_day_vol
2015-10-24,280.25,285.0,280.22,285.0,393.584484826,4623.059371060369,0.01680711831638119,0.01694915254237288,1.149345238095239,9.18783419548123,6.490937118969198,282.6175,278.58500000000004,285.0,278.58500000000004,,,,,0.01598662456436554,0.014103686275410735,0.008335212173104789
2015-10-25,285.0,297.0,285.0,285.01,71.397879687,869.8096691843213,3.508710373865305e-05,3.50877192982137e-05,1.193431972789116,9.741758233211783,7.1411013418177145,288.0025,282.625,297.0,282.625,,,,,0.01642671355432942,0.011203967139400771,0.008880120207987549
2015-10-26,285.01,296.99,283.99,288.54,339.623401355,4071.489504163352,0.012309457145237165,0.012385530332269147,1.1689778911564628,10.346322556411337,7.78214558473644,288.6325,285.005,296.99,283.99,,,,,0.01437940042531232,0.008501701395450789,0.0071556914786331015
2015-10-27,288.54,299.0,288.53,298.22,692.406818556,8485.048536685217,0.03299774464513505,0.033548208220697324,1.1960697278911567,11.474270985625708,8.520570664914294,293.5725,286.775,299.0,286.775,,,,,0.014645454970896195,0.011558129975956677,0.012118874306511387
2015-10-28,298.22,309.0,298.2,307.1,1222.901508041,15440.594420809886,0.029341958284015375,0.029776674937965243,1.2353435374149664,12.935606410387663,9.403577814008969,303.13,293.38,309.0,293.38,,,,,0.013277977022074457,0.011328818394039196,0.013549439499309155
2015-10-29,307.1,320.01,261.51,314.89,1723.442785583,22478.459444000884,0.02504994404291427,0.025366330185607175,1.2718367346938775,14.554537510581326,10.43376975332344,300.8775,302.66,320.01,261.51,,,,,0.01130137562143576,0.011714507598815168,0.013822675712224855
2015-10-30,314.89,374.0,314.89,330.36,2078.62162976,28483.8913830269,0.04795959745282518,0.04912826701387795,1.344522108843537,16.891141221438716,11.725244046946496,333.53499999999997,310.995,374.0,310.995,,,,,0.01523447133188544,0.015898995717832747,0.013325373225191077
2015-10-31,330.36,336.69,309.15,315.0,193.013502258,2625.370608093067,-0.0476103301168832,-0.04649473301852528,1.32679081632653,17.304022861324825,12.840999809822163,322.79999999999995,322.625,336.69,309.15,,,,,0.025536668094491573,0.031216306980403796,0.03729238620411483
2015-11-01,315.0,330.0,299.76,330.0,377.1519009,5046.533847483012,0.04652001563489291,0.047619047619047616,1.3100952380952375,18.626889982473983,13.99817784435253,318.69,322.68,330.0,299.76,,,,,0.02755112304237919,0.03260980421696972,0.03921535302363778
2015-11-02,330.0,370.0,326.1,363.0,3058.583914808,44633.609840993566,0.09531017980432493,0.1,1.3847244897959177,22.083530718616828,15.61524841920539,347.275,322.5,370.0,322.5,,,,,0.03762381527905261,0.043478344340652064,0.05319297600510204
2015-11-03,363.0,424.62,363.0,404.09,3083.120342451,50691.18355721914,0.10723479116346782,0.1131955922865013,1.5786445578231285,27.817895617661918,18.055777858896697,388.67749999999995,346.5,424.62,346.5,,,,,0.046157639100896326,0.052735527597702,0.06279963089291182
2015-11-04,404.09,500.0,365.0,415.0,2051.66170559,39049.114661634885,0.026640894802379644,0.026998935880620717,1.8407125850340134,32.863931984518786,21.017408684021117,421.0225,383.54499999999996,500.0,365.0,,,,,0.04455333520049131,0.05288391650563314,0.06388380422971805
2015-11-05,415.0,450.0,369.73,388.0,1611.009567731,27068.182197994363,-0.06727318060742486,-0.06506024096385542,1.640863945578232,34.28901538322975,23.671730023862846,405.6825,409.54499999999996,450.0,369.73,,,,,0.05518556504423389,0.06752888979782194,0.07092034910254136
2015-11-06,388.0,399.7,354.01,376.0,1179.550525531,18524.992653739046,-0.03141619623337893,-0.030927835051546393,1.534380952380953,34.05751074822297,25.74888616873487,379.4275,401.5,401.5,354.01,,,,0.035212949480605764,0.0585704271199132,0.07087970352355677,0.07837801097659826
2015-11-07,376.0,391.92,374.97,387.0,895.926866613,14324.141670546558,0.02883554963988732,0.02925531914893617,1.5686037414965994,34.36550556981905,27.472210048951705,382.4725,382.0,391.92,374.97,,,,0.035113019438192575,0.058565895306650836,0.06438505027928045,0.06802223518271143
2015-11-08,387.0,389.61,363.47,369.24,88.371549285,1403.8016746255732,-0.046977853907831026,-0.04589147286821703,1.5653265306122457,32.79843022412001,28.537454083985367,377.33,381.5,389.61,363.47,,,,0.036860626129147214,0.06269349994229367,0.06996257161455267,0.04305192000636552
2015-11-09,369.24,386.79,361.43,377.1,1130.670252465,17721.292968899037,0.02106356514236061,0.02128696782580439,1.5315102040816335,31.82390190228608,29.19474364764551,373.64,378.12,386.79,361.43,,,,0.03682524088773759,0.061758016125380795,0.060284854273596825,0.04164103394605383
2015-11-10,377.1,383.0,236.0,336.46,741.826598247,11003.871828593028,-0.11403113297329723,-0.10776982232829499,1.4882619047619057,27.45577969113657,28.846950856343724,333.14,373.17,383.0,236.0,,,,0.04310971665986898,0.0709002512950332,0.05278269437665664,0.05566010763346781
2015-11-11,336.46,343.75,300.0,310.0,1232.063840555,16049.595955780365,-0.08190697381182233,-0.0786423348986506,1.2889353741496603,21.60980611042237,27.399521907159457,322.5525,356.78,356.78,300.0,,,,0.0460150311715667,0.0743897402022186,0.050633776999415306,0.060428780916325524
2015-11-12,310.0,344.8,310.0,340.0,1203.843426378,16406.14979205279,0.09237332013101507,0.0967741935483871,1.3421802721088432,19.176524175556096,25.754922360838787,326.2,323.23,344.8,310.0,,,,0.048755832586856215,0.07389517802527312,0.07025702081916907,0.08233026468022435
2015-11-13,340.0,348.58,326.6,337.08,470.252276924,6561.377534079937,-0.00862532670605449,-0.008588235294117693,1.3665221088435366,16.818636344244226,23.967665157519875,338.065,325.0,348.58,325.0,,,,0.048892221617239585,0.061399037035687366,0.07000247879336528,0.0814050976701
2015-11-14,337.08,2200.0,332.92,349.99,616.491492045,8723.378443335083,0.037584291742564314,0.03829951346861287,1.3834965986394547,15.809480506672344,22.336028227350372,804.9975,338.53999999999996,2200.0,332.92,,,,0.04914796565220423,0.062379777914193905,0.07099668994207066,0.08364592783008548
2015-11-15,349.99,354.99,317.76,320.82,407.094517541,5736.657196069325,-0.08702436445802171,-0.08334523843538391,1.3660340136054412,12.511714759210918,20.371165533722483,335.89,343.53499999999997,354.99,317.76,,,,0.05190649836023402,0.0642461566137481,0.07525358120677805,0.0771116411748918
2015-11-16,320.82,338.99,315.0,334.99,493.079423386,6727.089959303642,0.04322046244456013,0.044168069322361496,1.3278809523809516,10.91578188288969,18.480088803555923,327.45,335.405,338.99,315.0,,,,0.052147585556509224,0.06677071206616818,0.07767343133792604,0.06759910175241464
2015-11-17,334.99,340.24,328.33,335.5,886.7273240100001,12407.625634426031,0.0015212757784810837,0.0015224335054777483,1.3687517006802716,9.581694508189173,16.700409944482573,334.765,327.905,340.24,327.905,,,,0.05198523129440995,0.06554946702456274,0.06579666625262147,0.051057702003458744
2015-11-18,335.5,337.9,330.01,332.9,1664.42033622,23171.868102609467,-0.007779811830757321,-0.007749627421758637,1.359865646258503,8.219868849854663,15.00430172555699,334.0775,335.245,337.9,330.01,,,,0.05198319787942091,0.06447326956259002,0.056163916292422914,0.05103033068907904
2015-11-19,332.9,335.79,322.34,325.01,769.1531731599999,10639.017230001858,-0.023986193493835538,-0.023700811054370642,1.3473095238095232,6.4298359967452825,13.28940857979465,329.01,334.2,335.79,322.34,,,,0.052257950613496175,0.06373664087439351,0.042505418485017855,0.04627700582924148
2015-11-20,325.01,328.3,310.0,321.0,415.446128904,5523.9816140377225,-0.012414827957127792,-0.01233808190517212,1.3075374149659857,4.634228080528601,11.55837247994144,321.0775,328.955,328.955,310.0,,,,0.052365619042802396,0.05441726997936968,0.042572524981412375,0.026107595058277245
2015-11-21,321.0,328.97,318.28,327.59,321.24572424,4350.915409580163,0.02032170335247508,0.020529595015576246,1.3274846938775504,3.7002990512360157,9.986757794200356,323.96,323.005,328.97,318.28,,,,0.052385557026166416,0.04780856669578727,0.03992696436435047,0.016607983731581018
2015-11-22,327.59,328.75,320.99,324.37,261.112287539,3532.515596253708,-0.009877986939327697,-0.00982935987056983,1.3269625850340125,2.669553526277582,8.523316940615802,325.42499999999995,324.29499999999996,328.75,320.99,,,,0.05246437540483265,0.035845205893496344,0.023175210136731465,0.01637930934061967
2015-11-23,324.37,326.32,319.0,323.09,1423.5131853500002,19221.345411731563,-0.003953917361903208,-0.003946110922711809,1.322988095238094,1.729458844030603,7.164545321298762,323.195,325.98,326.32,319.0,,,,0.052455680321087765,0.035810710741857495,0.013722405928847279,0.016401901963781343
2015-11-24,323.09,324.53,305.0,317.52,493.037199402,6594.037357133577,-0.017390113706450286,-0.017239778389922293,1.3083078231292504,0.5288780092897696,5.837411858896965,317.53499999999997,323.73,324.53,305.0,,,,0.05261255133275338,0.03276066109980303,0.014047914929691672,0.014823174565113305
2015-11-25,317.52,332.0,315.21,327.58,562.08421057,7651.618279113092,0.031191491579423535,0.0316830435878055,1.317389455782312,0.3847320218513346,4.746875891487838,323.0775,320.30499999999995,332.0,315.21,,,,0.05282420715094824,0.02238171147411092,0.02048237910460011,0.020885471772606478
2015-11-26,327.58,365.37,327.58,355.78,495.843627896,7134.612127750322,0.08258026224289025,0.0860858416264729,1.3996513605442171,2.516985370475311,4.300897787285333,344.0775,322.54999999999995,365.37,322.54999999999995,,,0.04290372039871764,0.05462337245050585,0.03265826091157582,0.03676474907405488,0.04277483714877146
2015-11-27,355.78,369.04,347.76,359.26,1038.093353473,15568.108453607447,0.009733798043565852,0.009781325538254029,1.4547142857142854,4.436477476998732,4.328013725228013,357.96,341.67999999999995,369.04,341.67999999999995,,,0.04286501049924835,0.05446189909570826,0.03262275915312564,0.035079419388442,0.040498054533780484
2015-11-28,359.26,359.99,352.0,357.0,144.81888399,2142.6891056314835,-0.0063105785610505505,-0.006290708678951152,1.4507942176870754,5.70951001086172,4.604312982354754,357.0625,357.52,359.99,352.0,,,0.04291573674307129,0.054393846682412796,0.032551023917092095,0.0360458056315669,0.04087488256980797
2015-11-29,357.0,380.0,354.01,370.0,463.75635554,7038.169571380837,0.03576722385863114,0.036414565826330535,1.4708163265306131,7.6788715686078035,5.219224699605364,365.2525,358.13,380.0,354.01,,,0.0430912419194013,0.0540918443391096,0.0316938212201984,0.03541974048063758,0.035012972564439054
2015-11-30,370.0,380.99,367.5,377.2,1513.99261505,23713.04723504152,0.019272545121032325,0.019459459459459427,1.5373316326530624,9.708669124464677,6.117113584577227,373.9225,363.5,380.99,363.5,,,0.043112921594813045,0.05325241406129826,0.03038317674973689,0.033910294823923576,0.03542436306556869
2015-12-01,377.2,379.99,355.01,363.9,508.157465966,7707.743072613488,-0.035896446141188365,-0.03525980911983036,1.4987431972789123,10.127357589885662,6.919162385638915,369.025,373.6,379.99,355.01,,,0.04350854905678574,0.05324333685598035,0.03444515460215418,0.037908507741519916,0.02723501448445983
2015-12-02,363.9,364.03,349.0,361.01,504.182024216,7513.372813475413,-0.007973445837869228,-0.007941742236878227,1.4522619047619048,10.109437070316574,7.557217322574447,359.48499999999996,370.54999999999995,370.54999999999995,349.0,,,0.04356962587315251,0.05013251017194658,0.03432275734220748,0.03886619542446667,0.027579177860481377
2015-12-03,361.01,369.99,358.0,363.0,885.77057784,13383.045774840908,0.0054971754846059005,0.005512312678319186,1.479962585034014,10.138935955892748,8.073561049238108,363.0,362.455,369.99,358.0,,,0.043570334101754774,0.04546217766004574,0.03398537694793896,0.022765221734808744,0.027272994307421614
2015-12-04,363.0,364.48,356.0,362.64,911.5691166,13720.61713990069,-0.0009922276322569953,-0.0009917355371901202,1.4718826530612248,10.017786239966426,8.462406087383773,361.53,362.005,364.48,356.0,,,0.043589316806206826,0.04512059899540694,0.03278771701487536,0.022601543343389853,0.020263710025027266
2015-12-05,362.64,389.9,361.53,385.82,743.568873978,11593.96588569063,0.06196033282714943,0.06392014118685199,1.5308061224489802,11.657822374326543,9.101489344772327,374.97249999999997,362.82,389.9,361.53,,,0.04415517597111243,0.04519659469394467,0.03614891106692561,0.03211506141622879,0.03638707146374075
2015-12-06,385.82,403.33,385.82,388.0,227.300438869,3736.4868530706776,0.005634400163530289,0.005650303250220328,1.60436224489796,12.983801426895525,9.877951761196968,390.7425,374.23,403.33,374.23,,,0.044025965510978454,0.0448026010626374,0.026834395315144265,0.030199146008845896,0.028883409359386398
2015-12-07,388.0,400.0,385.01,397.9,774.506847853,12714.20061960117,0.025195377809609426,0.025515463917525714,1.608617346938776,14.664453944698664,10.835252197897308,392.72749999999996,386.90999999999997,400.0,385.01,,,0.043969140303660545,0.04472937058774444,0.02734015578939914,0.03069185951711395,0.026532188069259777
2015-12-08,397.9,420.0,390.84,420.0,567.832826883,9670.946976599833,0.05405399384453118,0.05554159336516719,1.6211819727891161,17.577051171527955,12.183611992623439,407.185,392.95,420.0,390.84,,,0.04438910624112614,0.044825597446270425,0.029962253625555577,0.028438196287468936,0.0290535234687686
2015-12-09,420.0,424.48,347.5,420.0,639.7898371050001,11163.653137820025,0.0,0.0,1.7071156462585042,19.658692290308466,13.678628052160445,402.995,408.95,424.48,347.5,,,0.04438184670995193,0.04473192195685048,0.029520670026766817,0.027222182227389945,0.028791878254844316
2015-12-10,420.0,422.89,412.54,418.14,675.760186932,11742.527453974144,-0.004438406598931544,-0.004428571428571461,1.7016411564625864,20.917200947013328,15.126342631131024,418.39250000000004,420.0,422.89,412.54,,,0.044405992149485145,0.039449356928937945,0.02991639009162415,0.028466507539157974,0.024665187192124644
2015-12-11,418.14,454.99,418.14,454.99,931.029497418,17022.328326357918,0.08445913600896975,0.08812837805519688,1.772158163265307,24.604440482072448,17.02196220131931,436.565,419.07,454.99,418.14,,,0.04576315111828219,0.038556537942715505,0.03399757643859025,0.03604547408626193,0.03902936687597904
2015-12-12,454.99,473.34,408.45,435.0,534.474633146,9585.54606587766,-0.04492940959876801,-0.04393503153915473,1.7636394557823127,25.618267006895735,18.741223162434597,442.945,436.565,473.34,408.45,,,0.04641724677920101,0.036595520271122485,0.039161198477189546,0.043203616654666446,0.052404002900302796
2015-12-13,435.0,441.53,422.0,434.34,120.418798328,2174.8183004796965,-0.00151839355557911,-0.0015172413793104022,1.7766751700680272,26.067979902334002,20.206574510414477,433.2175,444.995,444.995,422.0,,,0.046433340722634664,0.03650173385804224,0.039501617760844085,0.043629788039822474,0.048544406254314984
2015-12-14,434.34,450.36,429.86,447.61,1030.977260337,19244.45507395403,0.030094680031329143,0.030552102039876686,1.807095238095238,27.181823567964102,21.6016243219244,440.5425,434.66999999999996,450.36,429.86,,,0.046506711238963286,0.03631512538762071,0.03900289764626559,0.04383384250287423,0.04925841360754983
2015-12-15,447.61,480.0,446.0,465.99,966.900953769,18548.242624704344,0.04024185710349147,0.041062532115010826,1.8678554421768707,29.210939561629175,23.12348736986536,459.90000000000003,440.975,480.0,440.975,,,0.04671154511533629,0.03230399696393791,0.03688156756421704,0.042059744191391364,0.04926024741507008
2015-12-16,465.99,466.24,440.0,456.0,466.153359579,8871.91454985908,-0.021671365153539443,-0.02143822828816071,1.866517006802721,29.670891527473486,24.432968201386984,457.0575,456.8,466.24,440.0,,,0.04680976738642848,0.03234274247604127,0.03896080517514172,0.04412293801556704,0.03538108833195237
2015-12-17,456.0,459.89,450.25,457.15,303.810207223,5780.8578143916775,0.002518755096049428,0.0025219298245613537,1.8615221088435374,29.78486082803562,25.50334672671671,455.8225,460.995,460.995,450.25,,,0.04672861261402054,0.03233334273295417,0.03907733563792877,0.04375166881332974,0.025317589652924195
2015-12-18,457.15,465.73,456.56,464.0,492.183501112,9478.730451931404,0.014872987615819701,0.014984140872798913,1.8833503401360545,30.08116314809962,26.418910010993294,460.86,456.575,465.73,456.56,,,0.046677682262205256,0.03214806395995896,0.03637267029008633,0.02935993959562971,0.024463550416144026
2015-12-19,464.0,466.93,455.0,461.8,113.047771209,2177.7218716495895,-0.00475265530586025,-0.004741379310344803,1.888802721088436,29.79500498691783,27.094129006178203,461.9325,460.575,466.93,455.0,,,0.04634945681903681,0.03161172862513054,0.0365565373057496,0.021586427549144888,0.023394898264040856
2015-12-20,461.8,462.99,432.33,443.6,327.10112899700005,6073.156416894778,-0.040208641444182965,-0.039411000433087894,1.8557500000000011,27.779410929160917,27.231185390774748,450.17999999999995,462.9,462.99,432.33,,,0.04619076394899755,0.0327053167768375,0.03964653028695651,0.028303878680978962,0.021235379244571743
2015-12-21,443.6,449.99,428.52,438.87,192.241675521,3497.6075202760185,-0.010720013818107567,-0.010662759242560906,1.7889931972789122,25.506345374745592,26.88621738756892,440.245,452.70000000000005,452.70000000000005,428.52,,,0.04590271439023671,0.032898534195895175,0.02753958364654361,0.02588866274382487,0.020260141657876856
2015-12-22,438.87,442.46,434.79,437.35,284.336082607,5194.526086883296,-0.0034694517922404565,-0.003463440198692054,1.7889234693877565,23.31352939479342,26.171679789013822,438.36749999999995,441.235,442.46,434.79,,,0.04390139758292233,0.03278451436755108,0.023587954306560303,0.01750712936953082,0.01969162439670532
2015-12-23,437.35,444.71,435.75,444.54,437.46781928400003,8041.66668376245,0.016306249790756705,0.016439922259060245,1.7946139455782328,21.90339118377915,25.31802206796689,440.5875,438.11,444.71,435.75,,,0.04106085549395579,0.03268549458292374,0.024071474475292873,0.018788165733106175,0.020134385307180716
2015-12-24,444.54,457.22,444.54,455.46,375.43759995,7089.491869309527,0.0242678576001112,0.024564718585504023,1.8519455782312944,21.42008185966506,24.538434026306525,450.44,440.94500000000005,457.22,440.94500000000005,,,0.041032938613517,0.03232039844603362,0.02336255291039561,0.02159810709956816,0.025105777441226405
2015-12-25,455.46,461.86,453.99,458.59,79.340768643,1516.3749039429695,0.006848667434344307,0.006872173187546646,1.8643418367346951,21.04700382100401,23.840147985246027,457.47499999999997,450.0,461.86,450.0,,,0.03985309400612047,0.03213190818880567,0.01912606365586739,0.02084411994993392,0.01430727317670276
2015-12-26,458.59,458.59,407.07,418.3,436.583035747,7697.6683464476655,-0.09195768624292326,-0.0878562550426306,1.7613027210884364,17.300837222953305,22.532285832787487,435.6375,457.025,458.59,407.07,,,0.041647875962477675,0.03390316727373974,0.033199463041250356,0.03887849473950969,0.04548126919392949
2015-12-27,418.3,422.06,407.77,421.51,124.18916798000001,2128.2760872139456,0.007644623504737021,0.007673918240497202,1.7031122448979605,14.424714250429759,20.910771516315943,417.41,438.445,438.445,407.77,,,0.04148162386374775,0.0338971723291084,0.03342141750165535,0.03767456530917468,0.04607006733872137
2015-12-28,421.51,429.31,418.53,421.79,89.819846524,1584.4639741390822,0.000664057892302596,0.0006642784275581352,1.731404761904764,12.029293525513197,19.134475918155395,422.78499999999997,419.905,429.31,418.53,,,0.040890170005242574,0.033834676703944765,0.03264593740890667,0.03771587210433513,0.0446271898181446
2015-12-29,421.79,434.26,421.79,432.9,753.80347033,13439.496157835149,0.02599919460274241,0.026340121861589787,1.7374336734693896,10.901721236470223,17.48792498181836,427.68499999999995,421.65,434.26,421.65,,,0.04094126581971255,0.0335726898020384,0.03452132843818419,0.039557474024300564,0.04497286925936467
2015-12-30,432.9,436.79,422.1,429.98,200.542358237,3585.15968405455,-0.0067680584699329315,-0.006745206745206651,1.7541938775510217,9.661125041505272,15.922564993755744,430.4425,427.345,436.79,422.1,,,0.03769765866543616,0.03354571027858571,0.03248155819539068,0.038841730233590555,0.04415652571035657
2015-12-31,429.98,434.99,422.01,429.95,205.328803817,3678.8686732240294,-6.977312109635435e-05,-6.977068700876682e-05,1.7445952380952396,8.576656512213617,14.45338329744732,429.2325,431.44,434.99,422.01,,,0.03569844749492766,0.03269685312962147,0.03236253484983952,0.03688149297896674,0.012682289158867946
2016-01-01,429.95,437.8,429.95,434.55,110.354671691,2001.316858351429,0.010642090026563715,0.010698918478892948,1.7727448979591853,7.996213573170678,13.161949352591993,433.0625,429.96500000000003,437.8,429.95,,,0.033283646395440944,0.0325979479028057,0.03257904193813271,0.037158882094875514,0.012878226760887634
2016-01-02,434.55,439.53,432.7,435.75,108.185118484,1959.1656904560866,0.002757671516661226,0.00276147739040384,1.7793741496598656,7.546052141462724,12.038769910366138,435.6325,432.25,439.53,432.25,,,0.0332245187471714,0.03260530909502302,0.03208896231646477,0.010620557313964977,0.01268649027414993
2016-01-03,435.75,437.99,409.11,424.26,496.072358791,8643.466556512984,-0.02672220955592584,-0.02636833046471603,1.7373962585034033,6.19078546828456,10.869173021949823,426.7775,435.15,437.99,409.11,,,0.03318782126935662,0.03313450032593121,0.031527741173798585,0.01607043422504442,0.014009688573506558
2016-01-04,424.26,436.49,424.26,434.37,486.85917621100003,8747.726630523463,0.02355023061723564,0.02382972705416493,1.7562534013605464,5.864912314446542,9.868320880449167,429.845,430.005,436.49,424.26,,,0.03077888552161955,0.03147550352940823,0.03276481242523752,0.018221375754723244,0.01845053488120394
2016-01-05,434.37,435.63,431.55,433.99,258.634353101,4664.012205183106,-0.0008752131011483236,-0.000874830213872955,1.7686088435374172,5.512448592044166,8.997146422768168,433.885,429.315,435.63,429.315,,,0.030310669296305322,0.03148938531689879,0.015058842229289326,0.01543811905807931,0.018478463104390632
2016-01-06,433.99,433.99,427.88,430.89,387.417115936,6966.748771175092,-0.007168655248450678,-0.0071430217286113104,1.759908163265308,4.926188426719875,8.18295482355851,431.6875,434.18,434.18,427.88,,,0.030359416886101043,0.03129173893419885,0.015360270066329224,0.015469770573472789,0.018099766927926978
2016-01-07,430.89,460.0,430.89,460.0,1785.492758771,33498.216977869604,0.06537365237129969,0.06755784538977469,1.8361955782312938,6.7328941270872065,7.89294268426425,445.445,432.44,460.0,430.89,,,0.031535694338976426,0.032053354869151666,0.025670189923861633,0.029697984600890924,0.03615647801838418
2016-01-08,460.0,464.0,448.52,453.13,801.5000268910001,15209.265673204949,-0.015047429452322274,-0.014934782608695662,1.8598860544217695,7.523641964958074,7.819082540403015,456.4125,445.445,464.0,445.445,,,0.03138570660885125,0.032225636752970875,0.025889406210006016,0.031151750070128995,0.03342935102269801
2016-01-09,453.13,456.49,446.33,450.11,187.73426341,3526.0518013687793,-0.006687062693683805,-0.0066647540440932665,1.8392874149659872,7.816522556281882,7.8185705435787884,451.515,456.565,456.565,446.33,,,0.03132402282824074,0.03224607634244307,0.025885407445375125,0.03153680489721111,0.033894769458979165
2016-01-10,450.11,450.11,440.01,444.6,17.175586427,318.1367689192504,-0.012316995807038348,-0.012241452089489215,1.8101581632653072,7.517366067361479,7.758329648335327,446.2075,451.62,451.62,440.01,,,0.031383493985038424,0.028037091709197905,0.026424524523843803,0.029582044380609046,0.034968454784138646
2016-01-11,444.6,451.64,444.6,449.0,468.268312713,8735.737636534997,0.009847886212157961,0.009896536212325634,1.8281870748299325,7.548313364448177,7.716326391557897,447.46000000000004,447.355,451.64,444.6,,,0.03129655643233546,0.02685129181820396,0.026401991577027883,0.028723120017256937,0.03427425463324495
2016-01-12,449.0,449.5,432.0,432.0,736.581313094,13682.548946010116,-0.03859729949814397,-0.0378619153674833,1.820119047619048,6.130413801032319,7.399143873452782,440.625,446.8,449.5,432.0,,,0.03190033718710047,0.027791352146800966,0.029487233422785166,0.0330746491460559,0.017210320080247008
2016-01-13,432.0,436.36,420.0,432.29,958.335749639,17071.04395976561,0.0006710710777241684,0.0006712962962963436,1.7502874149659862,4.972795467290155,6.913874192220257,430.1625,440.5,440.5,420.0,,,0.03173048185397681,0.027195026921993253,0.02805452037579182,0.032932774601846404,0.01802287059644085
2016-01-14,432.29,433.99,426.75,431.31,502.999754877,9036.876334951676,-0.0022695702192237193,-0.0022669966920354813,1.7601683673469386,3.930982864303701,6.317295926636946,431.085,432.145,433.99,426.75,,,0.03154721640562324,0.02602041264369259,0.027015910544894498,0.01516638542360748,0.01828536844013282
