order,mse,aic,predictions
"(3, 2, 3)",4.357106978013851e-05,-18297.28222463264,"[0.02688096990398946, 0.027431295403199957, 0.02360955100751791, 0.023300685199101008, 0.02877997111595533, 0.04866706270890764, 0.03849407789884194, 0.05460052592591125, 0.05348829941058259, 0.05733489256633669, 0.05378192362820806, 0.05556997043142807, 0.043343435917316465, 0.03893136173185492, 0.02753167463262566, 0.033048830421708364, 0.045562987794749085, 0.04421879661317184, 0.04605823894292681, 0.0399524332687754, 0.03701403978126053, 0.03833960273679762, 0.046692797911172486, 0.032177089006614194, 0.03175651531603371, 0.03449401683379647, 0.03568287026077431, 0.03904751740392733, 0.02669205416606694, 0.0259754641829878, 0.03499957239158412, 0.03714058904895812, 0.03720265565897756, 0.03181891659171433, 0.02851363058191989, 0.02999873834243091, 0.04408930372789131, 0.030642395916897745, 0.0322585425135003, 0.03138658656202857, 0.033669431002783676, 0.03599549199216055, 0.0321903051133644, 0.032295833149192654, 0.03200833700022658, 0.03271130114337385, 0.032606286519364015, 0.027281079696267904, 0.028484289541244733, 0.02042174853818502, 0.02327305212880898, 0.017845310469664376, 0.0188109065484178, 0.023153364756230824, 0.03302591791545487, 0.02989380024393276, 0.03340790550622319, 0.03203940459373796, 0.03225529882579142, 0.03132384238317791, 0.030555115771981285, 0.014507735628008141, 0.028087362614407703, 0.02325618585580507, 0.031429609189475606, 0.03224857078154558, 0.03647681309987321, 0.03417493227469389, 0.0338935141370138, 0.03450901743601492, 0.03310123104219927, 0.025659221779518578, 0.045157283911830395, 0.03828598480741563, 0.048677805322617965, 0.04263034513285916, 0.04442136505631711, 0.044630845434013765, 0.04144735388037794, 0.03305270323616505, 0.04294043016264693, 0.030779431951896585, 0.037044951768341515, 0.03531707003840338, 0.03686864323259003, 0.03966494680899617, 0.03721573636326181, 0.03169568136184933, 0.032482694640130164, 0.04289365121396311, 0.04312933053498328, 0.0446840941617246, 0.03869177382426561, 0.040071495787091155, 0.03500402604167012, 0.03453511654419842, 0.023459807721690262, 0.02547697712167317, 0.023912283261622595, 0.027485634936453396, 0.02068563856681432, 0.02247441662244977, 0.02172462478274382, 0.022512468571371052, 0.03202068052876528, 0.031932093560868624, 0.02406297474447475, 0.024942221030932417, 0.030152778320514585, 0.02990869107306109, 0.02962503255518724, 0.01847703699872189, 0.0295676399381969, 0.023157324288112888, 0.027912979888736453, 0.016796676406943368, 0.021291205451582414, 0.022322398051210335, 0.026165675139743362, 0.020833887032196203, 0.02366803710513736, 0.01854019632235309, 0.01997249370779292, 0.01865891471588216, 0.021348393015613015, 0.018969322337614697, 0.015238211220773864, 0.012946166066834104, 0.03811476221360434, 0.033610310018989724, 0.04470274195929961, 0.0440295693602449, 0.04543821442179079, 0.04643510478726086, 0.04470654728675946, 0.01732041812612397, 0.011341337656110785, 0.0085835915014714, 0.0091661960872953, 0.008773121540678927, 0.02327832739275116, 0.020652068247155445, 0.055056291456158084, 0.0458997217320229, 0.04859862826383498, 0.049744173484747974, 0.049605327571745426, 0.04278093163884497, 0.04523925273869449, 0.022270735380606074, 0.022931182540905516, 0.01901465948166005, 0.013986118101455898, 0.025024686524908836, 0.02374983286113319, 0.04090495415520283, 0.03577042178067571, 0.03680097375293078, 0.04060396312767626, 0.03617469101547849, 0.037082465844077386, 0.03340202540444787, 0.02976493053355865, 0.033314484874598885, 0.031876654581919, 0.03193818519527868, 0.06035526516936019, 0.059774316410971265, 0.0585495735380263, 0.061786696310928514, 0.0741230092071832, 0.07289355327267076, 0.06956614310526103, 0.026608949147375917, 0.033261917794896456, 0.05105247020834331, 0.053877068671738804, 0.04343440665654545, 0.044599466010062976, 0.045355856250131894, 0.04813403710618229, 0.04854268551537637, 0.03782968120065906, 0.02954121841096783, 0.029000354025227063, 0.028031615829779356, 0.02791124063395056, 0.022388956029650485, 0.024452323415541457, 0.016582261256742045, 0.018955278049123555, 0.01742900178420519, 0.01754682797861521, 0.02010006048770769, 0.01638463790198728, 0.016748342995636944, 0.018911239922216813, 0.026169617112060017, 0.025363429092349288, 0.02611140229257282, 0.017829128213672447, 0.016747395711574194, 0.017898827999028574, 0.025115438845334494, 0.024252027904840667, 0.02272993534394171, 0.02485144908427956, 0.02174382372669022, 0.02945101661480521, 0.031037558505617395, 0.030254072599647866, 0.031111170725321588, 0.03127481853095442, 0.031798618401016616, 0.030019370135364012, 0.021284971085253082, 0.02376872760208579, 0.019261235609722975, 0.01869126214774037, 0.018783350674012624, 0.018642317314138714, 0.018346676145670326, 0.016149444618895552, 0.026011705236513066, 0.030705988462786406, 0.030033735460565765, 0.03140183345471538, 0.03202586796321478, 0.03407882838701302, 0.03126116396680788, 0.023874296071725355, 0.030586904752564113, 0.044229062416177994, 0.04159695778211795, 0.04057356092918815, 0.03906984128826003, 0.054486553297743746, 0.05763814869747938, 0.04779990132681832, 0.04939197571536316, 0.0501413526616823, 0.05620500243310454, 0.06009551054496445, 0.03731116364187441, 0.041513954150432394, 0.035412323921452576, 0.04514116929940745, 0.047186928497745785, 0.04406075400149473, 0.04336489783394218, 0.0416485897749517, 0.04421814931481977, 0.03273060654620118, 0.02667994845539992, 0.022601135610775258, 0.023884132110841255, 0.02087253227371949, 0.030477049938245473, 0.030715436215984, 0.04485396558733355, 0.04145893596226359, 0.044544384118284014, 0.04350615041265113, 0.04271597112048607, 0.0354375046031883, 0.034068013299661803, 0.02726851898844449, 0.0257939517154944, 0.02718285840189872, 0.027928165466593987, 0.03579405814460809, 0.05113761486634666, 0.049861387104710504, 0.058588710050560114, 0.05799542358376064, 0.06367626192868119, 0.061910543286964805, 0.08120805333532019, 0.058145323212504395, 0.06134407268766631, 0.05843054385794736, 0.0512493744487019, 0.053215531849821335, 0.03490539075955447, 0.0321180342639511, 0.02923801483088858, 0.03037427595519927, 0.029333414369125566, 0.00872366407736772, 0.018099972422271553, 0.009758650208691586, 0.014050722872315225, 0.0279871649670965, 0.019712958512801245, 0.025295040984828883, 0.02751796848919407, 0.025821507737738718, 0.02169319609041543, 0.029423013051943267, 0.033901675625012166, 0.03344787746833273, 0.038566321626197206, 0.029784995530904947, 0.03533368351729391, 0.034217112955180075, 0.032183950723403, 0.04014504732450527, 0.030414507149419477, 0.033032919737853, 0.03358892081443232, 0.038200417248156884, 0.0391307622584888, 0.03447663189822025, 0.029337349783875866, 0.01878012306988095, 0.045013468770582266, 0.04262975123777825, 0.042878150339430446, 0.04397338572981651, 0.04039906437040339, 0.03314977230182937, 0.03409452687617857, 0.019785707778307328, 0.005978936999595034, 0.016536689978989487, 0.015372344769327407, 0.014543108628998493, 0.021200286431002302, 0.019056594430042182, 0.027136235500812737, 0.023680530391846557, 0.02442525484789946, 0.02077104555553693, 0.022117458743925834, 0.021176795550724527, 0.014903773837214298, 0.011517246648778744, 0.012000553540003813, 0.03837697040084877, 0.03546198960936794, 0.04031398993743147, 0.03962989964850821, 0.03864132717935018, 0.04124953440608541, 0.040115513618767945, 0.027036992509306308, 0.026903958528250987, 0.022733502231293206, 0.03210672976048566, 0.02865511852814181, 0.032805320128322206, 0.03210831024374886, 0.020850930329576002, 0.02191503524759794, 0.01734463695684885, 0.01402420973513828, 0.021669853255757893, 0.02302440384365003, 0.025288845977438575, 0.05236524001042474, 0.04615083004996982, 0.04834968893442659, 0.04515099356205, 0.0613671325141385, 0.05898606874037894, 0.06103223883565562, 0.041872004622479336, 0.04299469367684203, 0.04310053965921479, 0.03912923298028023, 0.02256240677068841, 0.02111732666722788, 0.032578457215618375, 0.03075993381077054, 0.031642583499778165, 0.02806724049246624, 0.0302878034150756, 0.026513913975287226, 0.024477155044395425, 0.015653251450888393, 0.015299487989772197, 0.013121482008859413, 0.014037980039366285, 0.0165997910670596, 0.01872940044900831, 0.020234646162659953, 0.02051690281943413, 0.022542892663735128, 0.02243577749352734, 0.021517942052684928, 0.018860483654715644, 0.005361160763008981, 0.011293411430898865, 0.010971810217969762, 0.008806063045971861, 0.010179428190731041, 0.009231293042180365, 0.01037043041932664, 0.01061632751035936, 0.011929014681822094, 0.01046498288477082, 0.009889240179203531, 0.010600432563157576, 0.011948426240413056, 0.011103522471056677, 0.018387539916271116, 0.018223082875255276, 0.02329837726119095, 0.02257989117662763, 0.022894171060047007, 0.02407932341254045, 0.022821799705896685, 0.01927389919138723, 0.012566000525946168, 0.010276165722214447, 0.02171023378903069, 0.0197380851922508, 0.023338434330229793, 0.023647084006987673, 0.047714818986712204, 0.0649258439188246, 0.0829903381652524, 0.07899858483691635, 0.07773799403295135, 0.07860119509123586, 0.07925166062555268, 0.07529722368284278, 0.04640586817117131, 0.014988909989334383, 0.016890756855404417, 0.014842133854208702, 0.016203847994790882, 0.016123881683749095, 0.019785475218145485, 0.02250793609584096, 0.02203610136682218, 0.023045169293485126, 0.02188349222451954, 0.02009602979763568, 0.01448500187424175, 0.01273484268207436, 0.020700385369098497, 0.01979546096910051, 0.02034936938123772, 0.020112684643994818, 0.020122343080964285, 0.0201570967787065, 0.018989748583981614, 0.008828273817338177, 0.015059942754877936, 0.013492060405376226, 0.013230086812902978, 0.012504974911983623, 0.011499568201772108, 0.017506645672525745, 0.01332337516334718, 0.01757193806092047, 0.02322160695506554, 0.02369176870825341, 0.024864157479898934, 0.02438058534881991, 0.02419170635876866, 0.022763388435721895, 0.02201353892719145, 0.01304088213936468, 0.014116234836582519, 0.014400401637658516, 0.010857806428572592, 0.006292276059767398, 0.006519198790776942, 0.007207074557686164, 0.007346343966151829, 0.006610217328500839, 0.007147460557468007, 0.006928077838349131, 0.004818529939439408, 0.00535058670901049, 0.004995491261780671, 0.004693980913761131, 0.004357224312173923, 0.005183288426377184, 0.005162698192627398, 0.006457041365668293, 0.011642306257803159, 0.019270896571538437, 0.024133706666506615, 0.021616877526987814, 0.02519872209963758, 0.022502270190093033, 0.026382936051760064, 0.03273029290541598, 0.02834389498180668, 0.03544827103200579, 0.03070107828903845, 0.03252440708721174, 0.03075882992048158, 0.031158319559578963, 0.028397521932504985, 0.029700254372423424, 0.005250552928456215, 0.009213470019333127, 0.014318872661086234, 0.022910296861519706, 0.022235286886566043, 0.022823429281709558, 0.024274624814260792, 0.0227936541683706, 0.02436684616694935, 0.020334666945166304, 0.015194107479755553, 0.016396260084420945, 0.011412550777046625, 0.023631517601736127, 0.020523879565471647, 0.024654782265030754, 0.022284874473378027, 0.0221045912767197, 0.024310010061594865, 0.0452799093422783, 0.03944663190228109, 0.04228414537345104, 0.04065484549429266, 0.042880820480357455, 0.04277267915715107, 0.04325384747495679, 0.025831092278420946, 0.02227488747235962, 0.016180258461002944, 0.01692242004249471, 0.019347472878657936, 0.013364436820676858, 0.016684473116187565, 0.018811843625491646, 0.019036783377321953, 0.021674225106811197, 0.019863945691662638, 0.020307311285919408, 0.01838571949837118, 0.01872544204412754, 0.015233896456359822, 0.025490996393615965, 0.02347766643968424]"
"(3, 2, 4)",4.114830390998753e-05,-18542.425963349284,"[0.03018674475863394, 0.02783272573848169, 0.022400080253558857, 0.025241287255517386, 0.02764449844572886, 0.044271123736031606, 0.039242210535698784, 0.050899274438277485, 0.05518076343676052, 0.05595438108071656, 0.05396519249755178, 0.05595263050918444, 0.04465813602383206, 0.03751339157624705, 0.02605966492982406, 0.03372141970487738, 0.04736502367694054, 0.04425592272774441, 0.04384893280445766, 0.04247011939929264, 0.03717870749281087, 0.03592354186058531, 0.0458571982418911, 0.0354292538137409, 0.0290209327417367, 0.03350592056363686, 0.03950262089569338, 0.03713438618267943, 0.025697818445873186, 0.025567629836729285, 0.03680315377212771, 0.03634371310307425, 0.03443590380616299, 0.03308903704395108, 0.029961318703631834, 0.028469831476066715, 0.0417164970891838, 0.03488242061763816, 0.029266176460960937, 0.03186795453177914, 0.03736949253595657, 0.0354711994332602, 0.03042023371922875, 0.033466358133702544, 0.0338346946480614, 0.03094580392728645, 0.0318457743266269, 0.030317230209502666, 0.02567382921252305, 0.020777829174724073, 0.022534832303523496, 0.019729567585681652, 0.01789725962367398, 0.021208886109087593, 0.03295531934157141, 0.031065965576704935, 0.03146307953123329, 0.03259193214361348, 0.032129764353529024, 0.0308276730684337, 0.030618038827899523, 0.017410731108238504, 0.023813433990392104, 0.02543721763206471, 0.029224156590487552, 0.03271735874958388, 0.03630293326132919, 0.035820950156784256, 0.034112808623897935, 0.0331460063649922, 0.033628851590154225, 0.02716334060315689, 0.041941986055480905, 0.04454654080274985, 0.045289062032053906, 0.04418627407415795, 0.04459025101277191, 0.04522405431126691, 0.03981439463906013, 0.030172389305642963, 0.042348364694148204, 0.03586922573525597, 0.0328857653506645, 0.0374154498193754, 0.03853804158754003, 0.03856291580511994, 0.036127559415596255, 0.03322145951177289, 0.032654663993998495, 0.04031388104862052, 0.045385074874480846, 0.04447740635500852, 0.03753783787505899, 0.0406944678939575, 0.03694083410386221, 0.03362187980852524, 0.022401141725430146, 0.02546372009441792, 0.026611647102773087, 0.0265364162609824, 0.02152664325770681, 0.022998751701185413, 0.02369516168633964, 0.02194851821893329, 0.03183668643211878, 0.034098460035534295, 0.02443951750297834, 0.023161615857704362, 0.03298870361229901, 0.03126064717552741, 0.027112216699129162, 0.01999719340144408, 0.028164909714267234, 0.025819653097172962, 0.02393643141243567, 0.019546438221524805, 0.021204763180350944, 0.021044106363495605, 0.02476856205800157, 0.022309875962327353, 0.023472530169106744, 0.018635510025860787, 0.018493199512120244, 0.020340705389120587, 0.02070690908542049, 0.019394420931808667, 0.014260863660331254, 0.013864889429143028, 0.03893128789863735, 0.03919725287143708, 0.03979299554928307, 0.0449394094518893, 0.04687792847442825, 0.04433324832814443, 0.044275225739083914, 0.02284715347153863, 0.008187832006530142, 0.008345089770214418, 0.010753857817460003, 0.009004658480195082, 0.019925623603752017, 0.024667874337029373, 0.05012695058161017, 0.051520784403516026, 0.04643364155865437, 0.04998614789527332, 0.050240281456309, 0.0400027772599924, 0.041438262701789456, 0.023780218072051117, 0.018606227286524613, 0.020485652831480093, 0.014788929941842874, 0.0241749235718586, 0.02527495787396543, 0.038907472949459024, 0.03748214162877142, 0.03563205418465355, 0.03979327033111871, 0.04006908192700276, 0.03435863814376597, 0.03401664133265643, 0.03141523853494396, 0.03273406041897693, 0.03159057035771924, 0.030961013987128628, 0.0622724435107358, 0.06323229098120992, 0.05519865310846111, 0.06122474487351989, 0.07604728958613115, 0.07226434168207131, 0.06653510686209507, 0.03427917033753144, 0.029514094569100334, 0.05202801031917565, 0.055823112242817455, 0.04164438066408918, 0.04269051714491749, 0.04848740349519101, 0.048898166433776195, 0.046197900347167205, 0.039098587006434975, 0.03138847248125999, 0.026318171731416616, 0.028513054977627853, 0.029097366561780358, 0.02171707698245043, 0.02271345958443981, 0.019929516298086404, 0.018556943167108483, 0.017969826691469463, 0.018308149517220706, 0.020801244514596397, 0.016351966887921728, 0.016556031299247157, 0.020366450291395555, 0.02642213920674714, 0.024919521796122727, 0.026205433098211075, 0.01774548811547801, 0.015782275175082183, 0.018880437038657598, 0.026223264388540574, 0.024619516419880992, 0.0208608211861992, 0.025272244607981963, 0.023678494861919662, 0.025998651186587694, 0.030882335973088995, 0.031747031591511356, 0.029861758896521, 0.03074290169199312, 0.031860276792262894, 0.03131350308802706, 0.020787724439588293, 0.021544328674524545, 0.021772999332151106, 0.017781387414818113, 0.01793934765119387, 0.0199691575601743, 0.018843614739013487, 0.015655169254256123, 0.02577700037676904, 0.03187266000634425, 0.029090745491825623, 0.028958048386877554, 0.03382214603126909, 0.03501642303957941, 0.029545795128166318, 0.022200876596287753, 0.02989646012261104, 0.04293164967882721, 0.040438803651287346, 0.039196370883290914, 0.040082475735052095, 0.054643063697462274, 0.05956509006026055, 0.04656192905475515, 0.04737306154612487, 0.05256011718508932, 0.05546185660181119, 0.05762248762666004, 0.040782091471761595, 0.03822363164835153, 0.03864957110223444, 0.04378922795006625, 0.04647572409637396, 0.04451667942850491, 0.04328868823191161, 0.04200164976017628, 0.04229747129722411, 0.03450400199860413, 0.02528257955986587, 0.02314598262608356, 0.025185601209840702, 0.021580122293532535, 0.03170731616544719, 0.03427793002494604, 0.042256833396145485, 0.04251370900419706, 0.042980541194722346, 0.043651815021776126, 0.04252646633272897, 0.034662319740204194, 0.03451926773813713, 0.02796928738660135, 0.024457284257673063, 0.027355137703600263, 0.028623442717754896, 0.035440302879362964, 0.05261592826196543, 0.053501181359351724, 0.055427404228968344, 0.058666094717279814, 0.06356682673351514, 0.061596984995155604, 0.07925803298714867, 0.06232653397407731, 0.05576747630724185, 0.06138900581248373, 0.05548903007970327, 0.05182820687013964, 0.03749903629197143, 0.029922577836264827, 0.030195416637547726, 0.03127856988581474, 0.027009806854833784, 0.012714780475951745, 0.012793868382727662, 0.013028671015261778, 0.012073052610034574, 0.025069240921376326, 0.026212047097519415, 0.02453223374195652, 0.029209144768351684, 0.025225543808147625, 0.022544245382281433, 0.030634852780300204, 0.03326836326951267, 0.03377431430622714, 0.03741403138058684, 0.033635945844339356, 0.03260422731530968, 0.0339838771731515, 0.03236659560266874, 0.03810741078959947, 0.031719741775180846, 0.031643914880736944, 0.03493074521933005, 0.03757309429654889, 0.03730557631566152, 0.03523849261051167, 0.029993162605273738, 0.019791540073902134, 0.04100400136101923, 0.04793202805107426, 0.04050499594686156, 0.03937604152349044, 0.045183159857552425, 0.03522264013755354, 0.031167791338004625, 0.01942659027726664, 0.0044137905678903085, 0.012938772167722545, 0.01777610653563263, 0.01711850410783951, 0.018393601771145247, 0.022905358886297463, 0.02724740048952821, 0.023348357465738857, 0.021340753438262947, 0.02191280166027067, 0.022381295191633722, 0.0186704823703841, 0.016040016550625334, 0.012947445055385219, 0.011447663749631644, 0.036882012455467975, 0.041396226979622794, 0.036979317435589576, 0.03838508859371807, 0.04301446211424135, 0.04173097982677667, 0.0384224823801199, 0.02701578883657644, 0.025032341244102682, 0.024218295728919946, 0.030542571584441795, 0.032149170010492646, 0.03135281802697383, 0.0314912705620228, 0.021919677089143864, 0.02165965229066196, 0.019407064215929287, 0.013256369802260394, 0.019944252782909844, 0.025441021178955824, 0.023272221663251828, 0.04807195545516843, 0.05054465504104135, 0.04601512856502195, 0.044459490669322206, 0.06308266389692485, 0.063012317965385, 0.05751946490062092, 0.0421672510889381, 0.0432949636126754, 0.044219179267251434, 0.037355106043525176, 0.02033599524285738, 0.019774267579519358, 0.03409600231452906, 0.03257060972870529, 0.028570659218908095, 0.028442290322423312, 0.03187004847057715, 0.02568981548994538, 0.02355841045725436, 0.01562632317143051, 0.014826766772127383, 0.012387039924101595, 0.013766599640264818, 0.016946226760097854, 0.01914514133516991, 0.01981655586167924, 0.020822465840001622, 0.02288310083789849, 0.02230153462025894, 0.02135919140393815, 0.018971908142549825, 0.007172526174309942, 0.007936249621389713, 0.013059038915259434, 0.009920381174155475, 0.007948079987820886, 0.010986233795299942, 0.0115692805481771, 0.009572577053381656, 0.01119393413667443, 0.011640327050203469, 0.01033710794086031, 0.008882558151245733, 0.012654279076349492, 0.012614665833296703, 0.01715835172735969, 0.019473993412064565, 0.023313452397552163, 0.023106414378569654, 0.02175023715265537, 0.02421698669789901, 0.023603649081862785, 0.01782030596572909, 0.013025932583229196, 0.011287702105943194, 0.021675388436718564, 0.021539805869229413, 0.020661153971572317, 0.02326498851160895, 0.044477577982802635, 0.06839097216341367, 0.08388805730815566, 0.0783654098711972, 0.07645671037026919, 0.07923040294736108, 0.08030365856434102, 0.07437214154698751, 0.04621410036895876, 0.018237904214051765, 0.015721844081167714, 0.018058100280148676, 0.014339683647483727, 0.0152141214593414, 0.02179563121165411, 0.023785473762555808, 0.020263018135317643, 0.02218334617220893, 0.024074222231784095, 0.01928359053719829, 0.013349760832864998, 0.013619625908911241, 0.02084564612841427, 0.01977090180334242, 0.018552609332455332, 0.021366746387089765, 0.021044543538573723, 0.01898324695083311, 0.019184195916768565, 0.01206487463280748, 0.012585826418135016, 0.014838977772076135, 0.013744719607629435, 0.01154502316905021, 0.011543364638680007, 0.01787184817506035, 0.014829649913573637, 0.0159579346747417, 0.024592149774730333, 0.025673958239307, 0.022462994321564844, 0.02376687895098832, 0.02532945618872168, 0.023370647290910217, 0.020403993228064354, 0.015263050374006736, 0.01424095109052902, 0.013838438266362123, 0.010911072594786799, 0.0056453970494062524, 0.006535460540394476, 0.00766872369704879, 0.006814650943539413, 0.006017576212624013, 0.007309094673306327, 0.008121625101466141, 0.005000391999961688, 0.004304365364786964, 0.005787060429543349, 0.005049223228654328, 0.0037074702249488565, 0.005737010445190522, 0.005981343708564142, 0.005916476935717006, 0.010396691435976622, 0.0190046369958939, 0.023316285297424355, 0.021318755413669073, 0.024432993029071884, 0.024357221820968215, 0.025357811813820623, 0.03182246145603504, 0.03044320410563967, 0.03354551713915564, 0.031002364547394808, 0.030974348030832845, 0.03133990606841056, 0.03163743470700949, 0.028498100916122312, 0.028865223299420262, 0.008538336997341174, 0.007002704738393605, 0.016764550989658074, 0.024219664784673987, 0.021034882970093104, 0.021386190880677967, 0.026307483259390103, 0.02374712092243409, 0.022082924386467733, 0.021127078274217132, 0.015436746696050524, 0.01414019329519458, 0.013067705358453738, 0.02265687705244797, 0.022732550291870064, 0.020939834470954377, 0.023491190122966583, 0.024242794233323352, 0.02193681855190917, 0.04400407362869223, 0.044172569012943114, 0.0379750570461293, 0.04014468812369891, 0.04475153107628168, 0.04331965887581598, 0.04089052375082849, 0.02687645074071819, 0.022738456561660892, 0.017066668520479576, 0.015889786320925706, 0.020090726830115823, 0.01478529782642576, 0.013653424589796938, 0.01856012254208101, 0.020268699967352845, 0.01955147958616997, 0.021273572018135685, 0.02022968914371214, 0.0188383601153554, 0.017693797710086626, 0.016201842845453125, 0.024724867676054085, 0.024915435699665204]"
